company_name,company_domain,playbook_name,location
Rotech Healthcare,rotech.com,Medizintechnik,USA
Ergodyne,ergodyne.com,Medizintechnik,USA
"Medacta USA, Inc.",medacta.us.com,Medizintechnik,USA
Bolt Medical,boltmed.com,Medizintechnik,USA
Welldoc,welldoc.com,Medizintechnik,USA
Paladin,paladindrones.io,Medizintechnik,USA
Vantage MedTech,vantagemedtech.com,Medizintechnik,USA
SkinMedica®,skinmedica.com,Medizintechnik,USA
BioHorizons,biohorizons.com,Medizintechnik,USA
Direct Supply,directsupply.com,Medizintechnik,USA
Intracept by Boston Scientific,relievant.com,Medizintechnik,USA
BioGenex,biogenex.com,Medizintechnik,USA
Augmedics,augmedics.com,Medizintechnik,USA
"ZAGG, Inc.",zagg.com,Medizintechnik,USA
"ZAP Surgical Systems, Inc.",zapsurgical.com,Medizintechnik,USA
"North American Rescue, LLC",narescue.com,Medizintechnik,USA
Oticon USA,oticon.com,Medizintechnik,USA
BlueWind Medical,bluewindmedical.com,Medizintechnik,USA
MannKind Corporation,mannkindcorp.com,Medizintechnik,USA
"Aetrex, Inc.",aetrex.com,Medizintechnik,USA
Exo,exo.inc,Medizintechnik,USA
Sarcos Robotics,sarcos.com,Medizintechnik,USA
Shimadzu Medical Systems USA,shimadzu-usa.com,Medizintechnik,USA
JAANUU,jaanuu.com,Medizintechnik,USA
Nordson MEDICAL,nordsonmedical.com,Medizintechnik,USA
Tucuvi,tucuvi.com,Medizintechnik,USA
Silony Spine,silonyspine.com,Medizintechnik,USA
Bob Barker Company,bobbarker.com,Medizintechnik,USA
Codonics,codonics.com,Medizintechnik,USA
"Alt-Bionics, Inc.",altbionics.com,Medizintechnik,USA
BioScience,bioscience-usa.com,Medizintechnik,USA
restor3d,restor3d.com,Medizintechnik,USA
Breg,breg.com,Medizintechnik,USA
Apollo Endosurgery,apolloendo.com,Medizintechnik,USA
INAP,inapsleep.online,Medizintechnik,USA
"TPGi, a Vispero Company",vispero.com,Medizintechnik,USA
Ambu USA,ambuusa.com,Medizintechnik,USA
Xenco Medical,xencomedical.com,Medizintechnik,USA
DARVIS,darvis.com,Medizintechnik,USA
"View, Inc.",view.com,Medizintechnik,USA
Beta Bionics,betabionics.com,Medizintechnik,USA
US Med-Equip,usme.com,Medizintechnik,USA
CME Corp.,cmecorp.com,Medizintechnik,USA
Aesthetics Biomedical® Inc,aestheticsbiomedical.com,Medizintechnik,USA
Safariland,safariland.com,Medizintechnik,USA
Solta Medical,solta.com,Medizintechnik,USA
"Neuronetics, Inc.",neurostar.com,Medizintechnik,USA
Eko Health,ekohealth.com,Medizintechnik,USA
Life Spine,lifespine.com,Medizintechnik,USA
Antylia Scientific,antylia.com,Medizintechnik,USA
Oliver Healthcare Packaging,oliverhcp.com,Medizintechnik,USA
Best Buy Health,bestbuyhealth.com,Medizintechnik,USA
NIDEK USA,nidek.com,Medizintechnik,USA
GS1 US,gs1us.org,Medizintechnik,USA
CAIRE Inc.,caireinc.com,Medizintechnik,USA
Truvian,truvianhealth.com,Medizintechnik,USA
Biobeat,bio-beat.com,Medizintechnik,USA
"Senseonics, Incorporated",senseonics.com,Medizintechnik,USA
"Paragonix Technologies, Inc.",paragonixtechnologies.com,Medizintechnik,USA
quip.,getquip.com,Medizintechnik,USA
PeriGen,perigen.com,Medizintechnik,USA
"Calyxo, Inc.",calyxoinc.com,Medizintechnik,USA
Interblock Gaming,interblockgaming.com,Medizintechnik,USA
"ROM Technologies, Inc.",romtech.com,Medizintechnik,USA
ATL Technology,atlmedical.com,Medizintechnik,USA
3Sixty,3sixtydental.com,Medizintechnik,USA
Vericel® Corporation,vcel.com,Medizintechnik,USA
TRUE Fitness,truefitness.com,Medizintechnik,USA
Canadian Hospital Specialties Limited,chsltd.com,Medizintechnik,USA
"Gilero, A Sanner Group Company",gilero.com,Medizintechnik,USA
BrainCo Inc,brainco.tech,Medizintechnik,USA
Evergen,evergenbio.com,Medizintechnik,USA
Beltone,beltone.com,Medizintechnik,USA
Orchid Orthopedic Solutions,orchid-ortho.com,Medizintechnik,USA
Cold Chain Technologies,coldchaintech.com,Medizintechnik,USA
LifeWave Corporate,lifewave.com,Medizintechnik,USA
"Easy Healthcare Corporation | easy@Home, Premom",premom.com,Medizintechnik,USA
Moximed,moximed.com,Medizintechnik,USA
Invetech,invetechgroup.com,Medizintechnik,USA
gener8,gener8.net,Medizintechnik,USA
COLTENE USA,coltene.dental,Medizintechnik,USA
Aescape,aescape.com,Medizintechnik,USA
Hyperfine | AI-Powered Portable MRI,hyperfinemri.com,Medizintechnik,USA
Sibel Health,sibelhealth.com,Medizintechnik,USA
National Safety Apparel,thinknsa.com,Medizintechnik,USA
SiPhox Health,siphoxhealth.com,Medizintechnik,USA
Delve,delve.com,Medizintechnik,USA
"Bioness Medical, Inc.",bionessmedical.com,Medizintechnik,USA
iA,iarx.com,Medizintechnik,USA
LightForce,lf.co,Medizintechnik,USA
Kontakt.io,kontakt.io,Medizintechnik,USA
DEX,dex.com,Medizintechnik,USA
Moog Medical,moogmedical.com,Medizintechnik,USA
Cresilon,cresilon.com,Medizintechnik,USA
Esper Bionics,esperbionics.com,Medizintechnik,USA
Videa,videa.ai,Medizintechnik,USA
Compass Health Brands,compasshealthbrands.com,Medizintechnik,USA
NEOVA® SmartSkincare,neova.com,Medizintechnik,USA
"Acutus Medical, Inc.",acutusmedical.com,Medizintechnik,USA
Radians,radians.com,Medizintechnik,USA
Osso VR,ossovr.com,Medizintechnik,USA
Civica Rx,civicarx.org,Medizintechnik,USA
WMS Gaming,wms.com,Medizintechnik,USA
Paige,paige.ai,Medizintechnik,USA
Symmetry Surgical,aspensurgical.com,Medizintechnik,USA
Quasar Medical | Medical Device Manufacturer,quasarmedical.com,Medizintechnik,USA
Diligent Robotics,diligentrobots.com,Medizintechnik,USA
Happiest Baby (the maker of SNOO),happiestbaby.com,Medizintechnik,USA
CCS,ccsmed.com,Medizintechnik,USA
Terrestrial,terrestrialbio.com,Medizintechnik,USA
Rapid Micro Biosystems,rapidmicrobio.com,Medizintechnik,USA
Joerns Healthcare,joerns.com,Medizintechnik,USA
Bullard,bullard.com,Medizintechnik,USA
MedTech Strategist,medtechstrategist.com,Medizintechnik,USA
Neocis,neocis.com,Medizintechnik,USA
StatLab,statlab.com,Medizintechnik,USA
Sapyen,sapyen.co,Medizintechnik,USA
Magid,magidglove.com,Medizintechnik,USA
GenMark Diagnostics,genmarkdx.com,Medizintechnik,USA
Sharp Services,sharpservices.com,Medizintechnik,USA
"Hubot | Tri Pac, Inc. CDMO",hubot.us,Medizintechnik,USA
KARDION,kardion.com,Medizintechnik,USA
Imricor,imricor.com,Medizintechnik,USA
Seisa Medical,seisa.com,Medizintechnik,USA
ClearLED,clearled.com,Medizintechnik,USA
Synectic Product Development (A MACK Molding Company),synectic.net,Medizintechnik,USA
SITKA Gear,sitkagear.com,Medizintechnik,USA
MedTech Innovator,medtechinnovator.org,Medizintechnik,USA
CenTrak,centrak.com,Medizintechnik,USA
Tactile Medical,tactilemedical.com,Medizintechnik,USA
Water Quality Association,wqa.org,Medizintechnik,USA
Hyperice,hyperice.com,Medizintechnik,USA
Cartessa Aesthetics,cartessaaesthetics.com,Medizintechnik,USA
Beauty by Imagination (BBI),bbicompany.com,Medizintechnik,USA
TOTO USA,totousa.com,Medizintechnik,USA
"MMI - Medical Microinstruments, Inc.",mmimicro.com,Medizintechnik,USA
BK Medical,bkmedical.com,Medizintechnik,USA
Nova Biomedical,novabiomedical.com,Medizintechnik,USA
Precision Neuroscience,precisionneuro.io,Medizintechnik,USA
Cirtec Medical,cirtecmed.com,Medizintechnik,USA
Sun Nuclear,sunnuclear.com,Medizintechnik,USA
hear.com,hear.com,Medizintechnik,USA
Cytek Biosciences,cytekbio.com,Medizintechnik,USA
"GOJO, Makers of PURELL",gojo.com,Medizintechnik,USA
MiMedx,mimedx.com,Medizintechnik,USA
Dendreon,dendreon.com,Medizintechnik,USA
"BioFire Diagnostics, LLC",biofiredx.com,Medizintechnik,USA
OpenBCI,openbci.com,Medizintechnik,USA
Imperative Care,imperativecare.com,Medizintechnik,USA
"Ocular Therapeutix, Inc.",ocutx.com,Medizintechnik,USA
Lantheus,lantheus.com,Medizintechnik,USA
The Nature's Bounty Co.,naturesbountyco.com,Medizintechnik,USA
DIFF Eyewear,diffeyewear.com,Medizintechnik,USA
Azzur Group,chrysalisgxp.com,Medizintechnik,USA
Tegra Medical,tegramedical.com,Medizintechnik,USA
"Cardiovascular Systems, Inc.",csi360.com,Medizintechnik,USA
Organogenesis,organogenesis.com,Medizintechnik,USA
"Lexington Medical, Inc",lexington-med.com,Medizintechnik,USA
"Argon Medical Devices, Inc.",argonmedical.com,Medizintechnik,USA
Bigfoot Biomedical,bigfootbiomedical.com,Medizintechnik,USA
Spacelabs Healthcare,spacelabshealthcare.com,Medizintechnik,USA
Nextern,nextern.com,Medizintechnik,USA
"Ultradent Products, Inc.",ultradent.com,Medizintechnik,USA
IsoPlexis,brukercellularanalysis.com,Medizintechnik,USA
Fourth Frontier,fourthfrontier.com,Medizintechnik,USA
Noah Medical,noahmed.com,Medizintechnik,USA
skinbetter science,skinbetter.com,Medizintechnik,USA
Wahl Clipper Corporation,wahl.com,Medizintechnik,USA
Marini SkinSolutions,mariniskinsolutions.com,Medizintechnik,USA
Vapotherm,vapotherm.com,Medizintechnik,USA
Cleerly,cleerly.com,Medizintechnik,USA
Vicarious Surgical Inc.,vicarioussurgical.com,Medizintechnik,USA
Evolus,evolus.com,Medizintechnik,USA
BG Medical,bgmedicaldevice.com,Medizintechnik,USA
NeuroPace,neuropace.com,Medizintechnik,USA
"OraSure Technologies, Inc.",orasure.com,Medizintechnik,USA
Paradromics,paradromics.com,Medizintechnik,USA
COOLA,coola.com,Medizintechnik,USA
PCCA,pccarx.com,Medizintechnik,USA
Laborie,laborie.com,Medizintechnik,USA
Acelity,acelity.com,Medizintechnik,USA
Iterative Health,iterative.health,Medizintechnik,USA
SeaSpine,seaspine.com,Medizintechnik,USA
"HistoSonics, Inc.",histosonics.com,Medizintechnik,USA
Welch Allyn,welchallyn.com,Medizintechnik,USA
"Click Therapeutics, Inc.",clicktherapeutics.com,Medizintechnik,USA
Medical Guardian,medicalguardian.com,Medizintechnik,USA
Circadia Health,circadia.health,Medizintechnik,USA
Endologix LLC,endologix.com,Medizintechnik,USA
Agfa Radiology Solutions,agfaradiologysolutions.com,Medizintechnik,USA
AAF International (American Air Filter),aafintl.com,Medizintechnik,USA
BrainsWay,brainsway.com,Medizintechnik,USA
AMECATH,amecathgroup.com,Medizintechnik,USA
CorDx,cordx.com,Medizintechnik,USA
byte®,byte.com,Medizintechnik,USA
Zynex Medical,zynex.com,Medizintechnik,USA
"Emulate, Inc.",emulatebio.com,Medizintechnik,USA
Pramana,pramana.ai,Medizintechnik,USA
Chef Robotics,chefrobotics.ai,Medizintechnik,USA
Medivis,medivis.com,Medizintechnik,USA
Ekso Bionics,eksobionics.com,Medizintechnik,USA
Transitions Optical,transitions.com,Medizintechnik,USA
Colorescience,colorescience.com,Medizintechnik,USA
Hyperion Materials & Technologies,hyperionmt.com,Medizintechnik,USA
HexArmor,hexarmor.com,Medizintechnik,USA
TELA Bio,telabio.com,Medizintechnik,USA
MICRO,micro-co.com,Medizintechnik,USA
Eigen,eigenhealth.my.canva.site,Medizintechnik,USA
"Abaxis, Inc.",abaxis.com,Medizintechnik,USA
"Ameda, Inc.",ameda.com,Medizintechnik,USA
Biedermann Motech,biedermann.com,Medizintechnik,USA
Keystone Industries,keystoneindustries.com,Medizintechnik,USA
ndd Medical Technologies,nddmed.com,Medizintechnik,USA
Universal Air Filter,uaf.com,Medizintechnik,USA
10Beauty,10beauty.co,Medizintechnik,USA
Humotech,humotech.com,Medizintechnik,USA
Sun Dental Labs,sundentallabs.com,Medizintechnik,USA
ITW Medical,itwmedical.com,Medizintechnik,USA
"Poly-Med, Inc.",poly-med.com,Medizintechnik,USA
Stallergenes Greer U.S.,stagrallergy.com,Medizintechnik,USA
Next Big Innovation Labs®,nextbiginnovationlabs.com,Medizintechnik,India
Aegis Lifesciences Pvt Ltd,aegis-lifesciences.com,Medizintechnik,India
Fidelis Healthcare Pvt. Ltd.,fidelishealthcare.in,Medizintechnik,India
Startoon Labs,startoonlabs.com,Medizintechnik,India
Medsource Ozone Biomedicals Pvt. Ltd.,ozonebio.com,Medizintechnik,India
ARAVIND EYE CARE SYSTEM,aravind.org,Medizintechnik,India
OMRON Healthcare India,omronhealthcare-ap.com,Medizintechnik,India
Lars Medicare Pvt. Ltd.,larsmedicare.com,Medizintechnik,India
Holostik,holostik.com,Medizintechnik,India
Nureca Limited (Dr Trust),nureca.com,Medizintechnik,India
GPC Medical Ltd.,gpcmedical.com,Medizintechnik,India
bigtec Private Limited,bigteclabs.com,Medizintechnik,India
Phantom Healthcare,phantomhealthcare.com,Medizintechnik,India
Remidio,remidio.com,Medizintechnik,India
Everlife CPC Diagnostics,cpcdiagnostics.in,Medizintechnik,India
Adiuvo Diagnostics Pvt. Ltd.,adiuvodiagnostics.com,Medizintechnik,India
Syrma Johari Medtech Limited,syrmajoharimedtech.com,Medizintechnik,India
Sirona,thesirona.com,Medizintechnik,India
AGD Biomedicals (P) Ltd.,agdbio.com,Medizintechnik,India
Kan Innovations Pvt. Ltd.,kaninnovations.com,Medizintechnik,India
DentCare,dentcaredental.com,Medizintechnik,India
HVAX Technologies Ltd.,hvax.in,Medizintechnik,India
Zealmax Ortho,orthoimplantsindia.com,Medizintechnik,India
The Aligner Company,alignerco.com,Medizintechnik,India
ARKRAY Healthcare Pvt. Ltd.,arkray.co.in,Medizintechnik,India
HRS Navigation,hrsnavigation.com,Medizintechnik,India
Clarity Medical - OEM (Diagnostic Equipment),clarity-medical.com,Medizintechnik,India
Technoculture Research,technoculture.io,Medizintechnik,India
TI Medical,timedical.com,Medizintechnik,India
G2M | Next Generation IVD solutions for Genomics,genes2me.com,Medizintechnik,India
British Biologicals,britishbiologicals.com,Medizintechnik,India
Relisys Medical Devices Limited,relisysmedicaldevices.org,Medizintechnik,India
Cureous,cureous.in,Medizintechnik,India
Agatsa,agatsa.com,Medizintechnik,India
Tuoren Medical Device India Pvt. Ltd.,tuoren.in,Medizintechnik,India
Univlabs,univlabs.in,Medizintechnik,India
Willowood,willowood.com,Medizintechnik,India
Perfint Healthcare Pvt Ltd.,perfinthealthcare.com,Medizintechnik,India
Medinnova Systems Pvt. Ltd.,medinnovasystems.com,Medizintechnik,India
Achira Labs Pvt. Ltd.,achiralabs.com,Medizintechnik,India
Promea Therapeutics,promea.in,Medizintechnik,India
Biotek Ortho,biotekortho.com,Medizintechnik,India
Thermaissance,thermaissance.com,Medizintechnik,India
Quick Clean Laundry Solutions,quickclean.co.in,Medizintechnik,India
Without®,without.live,Medizintechnik,India
Wrig Nanosystems,truehb.com,Medizintechnik,India
Kewaunee International Group,kewaunee.in,Medizintechnik,India
Operon Strategist,operonstrategist.com,Medizintechnik,India
Accumax Lab Devices Pvt Ltd,accumaxlab.com,Medizintechnik,India
Athenese Dx Private Limited,athenesedx.com,Medizintechnik,India
IBL HealthCare ltd,iblhc.com,Medizintechnik,India
Cosmofix Technovation,cosmofix.in,Medizintechnik,India
Avana Medical,avanamedical.com,Medizintechnik,India
InnAccel,innaccel.com,Medizintechnik,India
Medorah Meditek Pvt Ltd,medorah.com,Medizintechnik,India
Galentic Pharma (India) Pvt. Ltd.,galentic.com,Medizintechnik,India
Sciverse Solutions Pvt. Ltd.,sciverse.co.in,Medizintechnik,India
CN Water,cnwater.in,Medizintechnik,India
Clinics On Cloud,clinicsoncloud.com,Medizintechnik,India
Virchow Biotech,virchowbiotech.com,Medizintechnik,India
Biosense Technologies,biosense.in,Medizintechnik,India
Soothe Healthcare,soothehealthcare.com,Medizintechnik,India
Bilcare Research,bilcare.com,Medizintechnik,India
AH International Private Limited,ahinternational.in,Medizintechnik,India
Mave Health,mavehealth.com,Medizintechnik,India
Nilsan Nishotech Systems Pvt Ltd,nilsan-nishotech.com,Medizintechnik,India
Forus Health,forushealth.com,Medizintechnik,India
Aindra Systems,aindra.in,Medizintechnik,India
Garware Fulflex India Private Limited,fulflex.com,Medizintechnik,India
Newtech Medical Devices Pvt. Ltd.,ntmdevices.com,Medizintechnik,India
Microlit,microlit.com,Medizintechnik,India
Serturner,serturner.com,Medizintechnik,India
Biocliq AI,biocliq.ai,Medizintechnik,India
YMC India Pvt. Ltd.,ymcindia.com,Medizintechnik,India
Newtronic Lifecare Equipment Pvt Ltd,newtronic.in,Medizintechnik,India
MEDPICK,medpick.in,Medizintechnik,India
Kitten Enterprises Private Limited,kitten.co.in,Medizintechnik,India
John Jacobs,johnjacobseyewear.com,Medizintechnik,India
RiKi Global,rikiglobal.com,Medizintechnik,India
Naatscorp Private Limited,naatscorp.com,Medizintechnik,India
Criador Labs,criadorlabs.com,Medizintechnik,India
Unicorn Denmart Ltd.,unicorndenmart.com,Medizintechnik,India
PharmNXT Biotech,pharmnxtbiotech.com,Medizintechnik,India
OrthoHeal,orthoheal.com,Medizintechnik,India
BrainSightAI,brainsightai.com,Medizintechnik,India
Gangwal Healthcare Private Limited,gangwalhealthcare.com,Medizintechnik,India
Medicall,medicall.in,Medizintechnik,India
BlackFrog,blackfrog.in,Medizintechnik,India
Leumas®,leumasware.com,Medizintechnik,India
Saathi Pads,saathipads.com,Medizintechnik,India
InBody India,inbody.in,Medizintechnik,India
MTaI (Medical Technology Association of India),mtaiindia.org,Medizintechnik,India
IF MedTech Pvt Ltd,ifmedtech.com,Medizintechnik,India
Panacea Medical Technologies Pvt Ltd,panaceamedical.com,Medizintechnik,India
Inkarp,inkarp.co.in,Medizintechnik,India
ACG World,acg-world.com,Medizintechnik,India
Frido,myfrido.com,Medizintechnik,India
The Sleep Company,thesleepcompany.in,Medizintechnik,India
Tricog Health,tricog.com,Medizintechnik,India
NIVEA INDIA,nivea.in,Medizintechnik,India
Colgate-Palmolive (India) Ltd,colgatepalmolive.co.in,Medizintechnik,India
Transasia Bio-Medicals Ltd.,transasia.co.in,Medizintechnik,India
Trivitron Healthcare,trivitron.com,Medizintechnik,India
Leeford Healthcare Limited,leeford.in,Medizintechnik,India
Dozee,dozeehealth.ai,Medizintechnik,India
BPL Medical Technologies,bplmedicaltechnologies.com,Medizintechnik,India
Poly Medicure Ltd,polymedicure.com,Medizintechnik,India
Aurolab,aurolab.com,Medizintechnik,India
Medikabazaar,medikabazaar.com,Medizintechnik,India
Hindware Limited,hindware.com,Medizintechnik,India
Dentalkart,dentalkart.com,Medizintechnik,India
"SS Innovations International, Inc.",ssinnovations.com,Medizintechnik,India
Concept Medical,conceptmedical.com,Medizintechnik,India
toothsialigners,makeo.app,Medizintechnik,India
Olympus Medical Systems India Pvt Ltd,olympusmedical.co.in,Medizintechnik,India
Agappe Diagnostics Ltd,agappe.com,Medizintechnik,India
Clensta,clensta.com,Medizintechnik,India
Ultrahuman,ultrahuman.com,Medizintechnik,India
FORCE Biomedical,forcebiomedical.com,Medizintechnik,India
Allengers,allengers.com,Medizintechnik,India
Shalby Limited,shalby.org,Medizintechnik,India
Biorad Medisys,bioradmedisys.com,Medizintechnik,India
Pee Safe,peesafe.com,Medizintechnik,India
Healthium Medtech Limited,healthiummedtech.com,Medizintechnik,India
NeoDocs (YC S21),neodocs.in,Medizintechnik,India
Mallcom,mallcom.in,Medizintechnik,India
BiOZEEN,biozeen.com,Medizintechnik,India
NIHON KOHDEN INDIA,nihonkohden.com,Medizintechnik,India
Janitri,janitri.in,Medizintechnik,India
Noccarc,noccarc.com,Medizintechnik,India
Romsons Group,romsons.com,Medizintechnik,India
Molbio Diagnostics,molbiodiagnostics.com,Medizintechnik,India
Arcatron Mobility Private Limited,arcatron.com,Medizintechnik,India
Schiller Healthcare India,schillerindia.com,Medizintechnik,India
"Roche Diagnostics India, Neighbouring Markets",roche-diagnostics.co.in,Medizintechnik,India
Pharma Access,pharmaaccess.net,Medizintechnik,India
EON MEDITECH PVT. LTD.,eonmeditech.com,Medizintechnik,India
Akna Medical Pvt Ltd (Aknamed),aknamed.com,Medizintechnik,India
SigTuple,sigtuple.com,Medizintechnik,India
Hindustan Syringes & Medical Device Ltd.,hmdhealthcare.com,Medizintechnik,India
Aliens Tattoo,alienstattoo.com,Medizintechnik,India
Peters Surgical India (Advanced Medical Solutions),peters-surgical.in,Medizintechnik,India
Treet Corp,treetcorp.com,Medizintechnik,India
Allied Medical Limited,alliedmed.co.in,Medizintechnik,India
Advanced MedTech Solutions (AMS),amsltd.com,Medizintechnik,India
Skanray Technologies,skanray.com,Medizintechnik,India
Clovia,clovia.com,Medizintechnik,India
Micro Information Technology Services,thelabinstruments.com,Medizintechnik,India
Duroflex,duroflexworld.com,Medizintechnik,India
Fabtech Technologies,fabtechnologies.com,Medizintechnik,India
EzeRx,ezerx.in,Medizintechnik,India
LUKAHealthcare Pvt.Ltd,lukahealthcare.com,Medizintechnik,India
MEDISPEC,medispec.in,Medizintechnik,India
Caresmith India,caresmith.com,Medizintechnik,India
Terumo India,terumoindia.com,Medizintechnik,India
SCHOTT Poonawalla,schott-poonawalla.com,Medizintechnik,India
Accurex Biomedical,accurex.net,Medizintechnik,India
Auxein Medical,auxein.com,Medizintechnik,India
Abdos Life Sciences,abdoslifesciences.com,Medizintechnik,India
TTK HEALTHCARE LIMITED,ttkhealthcare.com,Medizintechnik,India
Mylab Discovery Solutions Pvt. Ltd.,mylabglobal.com,Medizintechnik,India
Illusion Dental Laboratory,illusiondentallab.com,Medizintechnik,India
Innvolution Healthcare Private Limited,innvolution.com,Medizintechnik,India
Origin Medical Research Lab,originmedical.ai,Medizintechnik,India
Axio Biosolutions,axiobio.com,Medizintechnik,India
Appasamy Associates,appasamy.com,Medizintechnik,India
DiaSys Diagnostics India Pvt Ltd,diasys.in,Medizintechnik,India
HLL LIFECARE LIMITED,lifecarehll.com,Medizintechnik,India
Flo Mattress,flomattress.com,Medizintechnik,India
Tynor Orthotics Private Limited,tynorstore.com,Medizintechnik,India
Immunoshop,immunoshop.com,Medizintechnik,India
Zeelab Pharmacy,zeelabpharmacy.com,Medizintechnik,India
AIMIL PHARMACEUTICALS ( INDIA )LTD,aimilpharmaceuticals.com,Medizintechnik,India
Nobel Hygiene Limited,nobelhygiene.com,Medizintechnik,India
Healthcare Technology Innovation Centre,hticiitm.org,Medizintechnik,India
Andhra Pradesh MedTech Zone Limited,amtz.in,Medizintechnik,India
Nipro Medical India,niproinindia.com,Medizintechnik,India
Translumina Therapeutics,translumina.com,Medizintechnik,India
Allengers Global Healthcare Pvt. Ltd.,allengersglobal.com,Medizintechnik,India
TOTO India Industries Pvt. Ltd.,toto.com,Medizintechnik,India
Ai Health Highway,aisteth.com,Medizintechnik,India
SLTL Group - Medical Division,sltlmedical.com,Medizintechnik,India
Niine Private Limited,niine.com,Medizintechnik,India
FUJIFILM Healthcare India,fujifilmskillclub.com,Medizintechnik,India
Praj HiPurity Systems,prajhipurity.net,Medizintechnik,India
Dolphy,dolphy.in,Medizintechnik,India
Marbles Health,marbles.health,Medizintechnik,India
Mobilab (by Primary Healthtech),mobilab.in,Medizintechnik,India
Euronics India,euronics.co.in,Medizintechnik,India
Sunfox Technologies,sunfox.in,Medizintechnik,India
Medion Healthcare Pvt. Ltd.,medion.co.in,Medizintechnik,India
Articulus Surgical,articulussurgical.com,Medizintechnik,India
Vissco Rehabilitation Aids Pvt. Ltd.,vissco.com,Medizintechnik,India
NeoDx,neodx.in,Medizintechnik,India
Resmed India,resmed.co.in,Medizintechnik,India
Technology International | PorVent® | Biovent®,porvent.com,Medizintechnik,India
Lifesigns,lifesigns.us,Medizintechnik,India
S3V Vascular Technologies,s3vvascular.com,Medizintechnik,India
PAN Healthcare Pvt. Ltd.,panhealth.co.in,Medizintechnik,India
Human Loops,thehumanloops.com,Medizintechnik,India
C37 HEALTHCARE PRIVATE LTD,c37.co.in,Medizintechnik,India
Rossari Professional,rossariprofessional.com,Medizintechnik,India
SPARK Scientific Private Limited,sparksci.in,Medizintechnik,India
Fibroheal Woundcare Pvt Ltd,fibroheal.com,Medizintechnik,India
Ababil Healthcare,ababilhealthcare.com,Medizintechnik,India
Ascent - Group of Companies,ascentmeditech.com,Medizintechnik,India
Cranberry.Fit,cranberry.fit,Medizintechnik,India
Premier Tissues India Ltd,premiertissues.com,Medizintechnik,India
Biotech Desk,biotechdesk.com,Medizintechnik,India
TechnoValue Solutions Pvt Ltd,technovalue.in,Medizintechnik,India
AcrannoLife Genomics,acrannolife.com,Medizintechnik,India
Uteshiya Medicare Private Limited,uteshiyamedicare.com,Medizintechnik,India
Pune Techtrol Pvt. Ltd,punetechtrol.com,Medizintechnik,India
Ripple Healthcare,ripplehealthcare.in,Medizintechnik,India
IMAEC LIMITED,imaecpharma.com,Medizintechnik,India
SPM Medicare Pvt. Ltd.,spmmedicare.com,Medizintechnik,India
Veol Medical Technologies,veolmedtech.com,Medizintechnik,India
Eye Zenith,eyezenith.com,Medizintechnik,India
PMI ENGINEERING EXPORTS PRIVATE LIMITED,pennmfg.com,Medizintechnik,India
PharmaSecure,pharmasecure.com,Medizintechnik,India
Dusons Medicare LLP,dusons.in,Medizintechnik,India
beatXP,beatxp.com,Medizintechnik,India
TZMO India South Pvt. Ltd,bellaindia.com,Medizintechnik,India
miBiome Therapeutics LLP,mibiome.com,Medizintechnik,India
SEVITSIL - Solutions in Silicone (Suresh Enterprises),sevitsil.co.in,Medizintechnik,India
Advance Dental Export,advancedentalexport.com,Medizintechnik,India
Mais India Medical Devices Pvt Ltd,maisindia.com,Medizintechnik,India
MAJiK Medical Solutions Pvt. Ltd.,majikmed.com,Medizintechnik,India
Asmaitha Wireless Technologies Pvt Ltd,asmaitha.com,Medizintechnik,India
Browndove Healthcare Pvt Ltd,browndove.com,Medizintechnik,India
HealthFlex,healthflex.in,Medizintechnik,India
Springwel Mattresses Pvt. Ltd.,springwel.com,Medizintechnik,India
Healthware Private Limited,healthwareindia.com,Medizintechnik,India
Bioscan Research,bioscanresearch.com,Medizintechnik,India
Banshi Medicare Pvt. Ltd.,banshimedicare.com,Medizintechnik,India
DYNA Filters Pvt. Ltd.,dynafilters.com,Medizintechnik,India
Chromachemie Laboratory Private Limited,chromachemie.co.in,Medizintechnik,India
Miraclus Orthotech Private Limited,miraclus.com,Medizintechnik,India
HLL Biotech Limited,hllbiotech.com,Medizintechnik,India
Lord's Mark Industries Ltd.,lordsmark.com,Medizintechnik,India
Hemant Surgical Industries Limited,hemantsurgical.com,Medizintechnik,India
Siora Surgicals Pvt. Ltd.,siiora.com,Medizintechnik,India
Prognosys Medical Systems,prognosysmedical.com,Medizintechnik,India
Horizon Healthcare Solutions,horizonhealthcare.org.in,Medizintechnik,India
"Speed Jobs Post (Bank, IT, Energy, Pharma & Engineering Jobs)",speedjobspost.com,Medizintechnik,India
RAPID DIAGNOSTIC PVT. LTD. - India,rapiddiagnostic.in,Medizintechnik,India
MelangeIndia,melangeindia.in,Medizintechnik,India
Advance Technologies,advance-technologies.net,Medizintechnik,India
Avay Biosciences,avay.tech,Medizintechnik,India
PharmaConnect,pharmaconnect.in,Medizintechnik,India
NeoMotion,neomotion.in,Medizintechnik,India
FLOAID MEDTECH,floaid.com,Medizintechnik,India
KVM MedTech,kvmmedtech.com,Medizintechnik,India
Machinfabrik Industries Pvt. Ltd.,machinfabrik.com,Medizintechnik,India
Evox Group,shopevox.com,Medizintechnik,India
Neurostellar,neuro-stellar.com,Medizintechnik,India
KOMAL INDUSTRIES,komalwater.com,Medizintechnik,India
Dognosis,dognosis.tech,Medizintechnik,India
Gilman Precision,gilmanprecision.com,Maschinen- & Werkzeugbau,USA
