company_name,domain,playbook
Naue Group,naue.com,Private Recyclers & Reprocessors
Naunhofer Transportgesellschaft mbH,ntg-mbh.de,Private Recyclers & Reprocessors
Nehlsen AG,nehlsen.com,Private Recyclers & Reprocessors
Nemax Miljöhantering AB,nemax.se,Private Recyclers & Reprocessors
Nemetz Entsorgung und Transport AG,nemetz-ag.at,Private Recyclers & Reprocessors
NEOPAC Group,neopac.com,Private Recyclers & Reprocessors
neowa GmbH,neowa.de,Private Recyclers & Reprocessors
NETFACTORY GmbH Internet Service,netfactory.de,Private Recyclers & Reprocessors
neue verpackung,neue-verpackung.de,Private Recyclers & Reprocessors
Neuenschwander AG Mulden-Service + Entsorgung,mulden-service.ch,Private Recyclers & Reprocessors
neustark,neustark.com,Private Recyclers & Reprocessors
NEVEON,neveon.com,Private Recyclers & Reprocessors
NewCo Ferronikeli,ferronikeli.com,Private Recyclers & Reprocessors
NewRetex A/S,newretex.com,Private Recyclers & Reprocessors
NFM Recycling,nfmrecycling.de,Private Recyclers & Reprocessors
NG Nordic,ngnordic.com,Private Recyclers & Reprocessors
NGIR,ngir.no,Private Recyclers & Reprocessors
Nickelhütte Aue GmbH,jacobmetal.group,Private Recyclers & Reprocessors
Nicromet Spółka z Ograniczoną Odpowiedzialnością Spółka Komandytowa,nicromet.pl,Private Recyclers & Reprocessors
Niedersachsen Ports GmbH & Co. KG,nports.de,Private Recyclers & Reprocessors
Niedersächsische Gesellschaft zur Endablagerung von Sonderabfall mbH,ngsmbh.de,Private Recyclers & Reprocessors
NIRONIT Edelstahl GmbH & Co KG,nironit.de,Private Recyclers & Reprocessors
NMH s.r.o.,nmh-sro.com,Private Recyclers & Reprocessors
NOAH AS,noah.no,Private Recyclers & Reprocessors
Nodra AB,nodra.se,Private Recyclers & Reprocessors
Nokian Tyres plc,nokiantyres.com,Private Recyclers & Reprocessors
NOLTE SERVICES GROUP,nolteservices.com,Private Recyclers & Reprocessors
Nord Holding,nordholding.bg,Private Recyclers & Reprocessors
Nord-Schrott GmbH & Co. KG,nord-schrott.de,Private Recyclers & Reprocessors
Nordic Computer A/S,nordiccomputer.com,Private Recyclers & Reprocessors
Nordic Concrete AB | Part of Infralogistic,nordicconcrete.se,Private Recyclers & Reprocessors
Norditek,norditek.se,Private Recyclers & Reprocessors
Nordværk,nordvaerk.dk,Private Recyclers & Reprocessors
Norfors,norfors.dk,Private Recyclers & Reprocessors
Noris Entsorgung Gmbh,noris24.de,Private Recyclers & Reprocessors
Norrköping Vatten och Avfall AB,norrkopingvattenavfall.se,Private Recyclers & Reprocessors
Norrtälje Vatten och Avfall,nvaa.se,Private Recyclers & Reprocessors
NORSIRK,norsirk.no,Private Recyclers & Reprocessors
Norsk e-Fuel,norsk-e-fuel.com,Private Recyclers & Reprocessors
Norsk Gjenvinning AS,norskgjenvinning.no,Private Recyclers & Reprocessors
Norsk Stål AS,norskstaal.no,Private Recyclers & Reprocessors
Norsk Tekstilgjenvinning,ntgas.no,Private Recyclers & Reprocessors
Norske Skog,norskeskog.com,Private Recyclers & Reprocessors
Norske Skog Saugbrugs AS,karrieresaugbrugs.no,Private Recyclers & Reprocessors
Northern Lights JV,norlights.com,Private Recyclers & Reprocessors
Norva24 Danmark,norva24.dk,Private Recyclers & Reprocessors
Norva24 Norge,norva24.no,Private Recyclers & Reprocessors
Norva24 Sverige AB,norva24.se,Private Recyclers & Reprocessors
Norwegian Biopower,norwegianbiopower.com,Private Recyclers & Reprocessors
Nova Cimangola SA,cimangola.com,Private Recyclers & Reprocessors
NOVA ISKRA,novaiskra.com,Private Recyclers & Reprocessors
Nova Trading S.A.,nova-trading.com,Private Recyclers & Reprocessors
NOVAGO (China Everbright Environment),novago.pl,Private Recyclers & Reprocessors
NOVENTIZ GmbH,noventiz.de,Private Recyclers & Reprocessors
NSR AB,nsr.se,Private Recyclers & Reprocessors
NUKEM Technologies Engineering Services GmbH,nukemtechnologies.de,Private Recyclers & Reprocessors
Numeris Medical,numeris.ro,Private Recyclers & Reprocessors
Nussbaum Group,nucan.com,Private Recyclers & Reprocessors
NUTEC GmbH,nutec.de,Private Recyclers & Reprocessors
Nyenhuis Umweltservice GmbH,nyenhuis-umweltservice.de,Private Recyclers & Reprocessors
NyTænk,nytaenk.dk,Private Recyclers & Reprocessors
O-K-TEH d.o.o.,o-k-teh.hr,Private Recyclers & Reprocessors
O2E Recycling Technologies,o2e-group.com,Private Recyclers & Reprocessors
OBERMAIR SONDERTRANSPORTE,obermair-transporte.at,Private Recyclers & Reprocessors
Oda,oda.systems,Private Recyclers & Reprocessors
Off Waste GmbH,off-waste.de,Private Recyclers & Reprocessors
Ohlssons AB,ohlssons.se,Private Recyclers & Reprocessors
"OKK Koksovny, a.s.",koksovny.cz,Private Recyclers & Reprocessors
OLO - Odvoz a likvidácia odpadu,olo.sk,Private Recyclers & Reprocessors
OLP-Tech Kft.,olptech.hu,Private Recyclers & Reprocessors
Omaplast,omaplast.com,Private Recyclers & Reprocessors
Ombori,ombori.com,Private Recyclers & Reprocessors
Omnipack 📦,omnipack.com,Private Recyclers & Reprocessors
OMNITRON s.r.o.,omnitron.cz,Private Recyclers & Reprocessors
OnceMore®,oncemore.com,Private Recyclers & Reprocessors
Ongropack Kft.,ongropack.com,Private Recyclers & Reprocessors
OQEMA Group,oqema.com,Private Recyclers & Reprocessors
Orano NCS,orano-ncs.com,Private Recyclers & Reprocessors
Orbital Systems,orbital-systems.com,Private Recyclers & Reprocessors
Organizatia ECOTIC,ecotic.ro,Private Recyclers & Reprocessors
ORLEN Lietuva,orlenlietuva.lt,Private Recyclers & Reprocessors
ORWAK Magyarország Kft.,orwak.hu,Private Recyclers & Reprocessors
OSR Harald Gmeinder GmbH,osr-gmbh.de,Private Recyclers & Reprocessors
OttComputer GmbH,ottcomputer.de,Private Recyclers & Reprocessors
OTTO DÖRNER Entsorgung GmbH,doerner-shop.de,Private Recyclers & Reprocessors
OTTO DÖRNER Gruppe,doerner.de,Private Recyclers & Reprocessors
Otto Müller Recycling GmbH Schrott- und Metallhandel,otto-mueller.com,Private Recyclers & Reprocessors
Ovako Group,ovako.com,Private Recyclers & Reprocessors
Ovoko,ovoko.com,Private Recyclers & Reprocessors
Ovotherm International Handels GmbH,ovotherm.com,Private Recyclers & Reprocessors
OZV ENVI - PAK,envipak.sk,Private Recyclers & Reprocessors
OZV NATUR-PACK,naturpack.sk,Private Recyclers & Reprocessors
P&P Industries AG,pp-industries.at,Private Recyclers & Reprocessors
P-LAB a.s.,p-lab.cz,Private Recyclers & Reprocessors
P. Henkel,p-henkel.de,Private Recyclers & Reprocessors
Paboco - the paper bottle company,paboco.com,Private Recyclers & Reprocessors
Pacapime Hungary,pacapime.hu,Private Recyclers & Reprocessors
PACCOR,paccor.com,Private Recyclers & Reprocessors
Packiro,packiro.com,Private Recyclers & Reprocessors
PACKLIANCE GmbH,packliance.eu,Private Recyclers & Reprocessors
Packprofil sp. z.o.o.,packprofil.pl,Private Recyclers & Reprocessors
Pakar Service,pakar-service.pl,Private Recyclers & Reprocessors
Palet Conect & Consult,palet-conect.ro,Private Recyclers & Reprocessors
PALETUL REUTILIZABIL,paletulreutilizabil.ro,Private Recyclers & Reprocessors
Paloma d.d.,paloma.si,Private Recyclers & Reprocessors
Panse Wetzlar Entsorgung GmbH,panse.de,Private Recyclers & Reprocessors
PAPACKS,papacks.com,Private Recyclers & Reprocessors
Papier- und Kartonfabrik Varel,pkvarel.com,Private Recyclers & Reprocessors
Paprec Schweiz,paprec.ch,Private Recyclers & Reprocessors
Park 360,park360.cz,Private Recyclers & Reprocessors
PAROC,paroc.com,Private Recyclers & Reprocessors
PARTSLIFE,partslife.com,Private Recyclers & Reprocessors
PDR Recycling GmbH + Co KG,pdr.de,Private Recyclers & Reprocessors
Peiner Carrier GmbH,peiner-traeger.de,Private Recyclers & Reprocessors
PENNY. Österreich,penny.at,Private Recyclers & Reprocessors
PERFOPOL,perfopol.pl,Private Recyclers & Reprocessors
Perpetuum AS,perpetuum.no,Private Recyclers & Reprocessors
Peter Hausmann Demontage & Containerdienst GmbH,hausmann-demontage.de,Private Recyclers & Reprocessors
Peter Seppele Gesellschaft m.b.H.,seppele.at,Private Recyclers & Reprocessors
Petterssons Miljö AB,petterssonsmiljo.se,Private Recyclers & Reprocessors
PFEIFFER & MAY,pfeiffer-may.de,Private Recyclers & Reprocessors
Piber Umwelt- & Kunststofftechnik GmbH,piber-umwelttechnik.com,Private Recyclers & Reprocessors
Pietz Baumdienst GmbH,baumfachmann.de,Private Recyclers & Reprocessors
PILANA Group a.s.,pilanagroup.com,Private Recyclers & Reprocessors
Pinja Group,pinja.com,Private Recyclers & Reprocessors
Pireva AB,pireva.se,Private Recyclers & Reprocessors
PKO Leasing,pkoleasing.pl,Private Recyclers & Reprocessors
PLANEO,planeo.cz,Private Recyclers & Reprocessors
Plansee Group,plansee.com,Private Recyclers & Reprocessors
Plansee Group,plansee-group.com,Private Recyclers & Reprocessors
Plantăm fapte bune în România,plantamfaptebune.ro,Private Recyclers & Reprocessors
"Plasta, AB",plastagroup.com,Private Recyclers & Reprocessors
Plastform d.o.o.,plastform.hr,Private Recyclers & Reprocessors
Plastia,plastia.eu,Private Recyclers & Reprocessors
Plastik Gogić,plastikgogic.rs,Private Recyclers & Reprocessors
Plastindustrien,plast.dk,Private Recyclers & Reprocessors
Plastix A/S,plastixglobal.com,Private Recyclers & Reprocessors
Plastkon product s.r.o.,plastkon.cz,Private Recyclers & Reprocessors
Plastmilliarden,plastmilliarden.no,Private Recyclers & Reprocessors
Plastoplan,plastoplan.com,Private Recyclers & Reprocessors
plastship GmbH,plastship.com,Private Recyclers & Reprocessors
POLIFILM,polifilm.com,Private Recyclers & Reprocessors
Polimarky,polimarky.pl,Private Recyclers & Reprocessors
POLIPAKS LTD,polipaks.com,Private Recyclers & Reprocessors
POLOPLAST GmbH & Co KG,poloplast.com,Private Recyclers & Reprocessors
Polska Korporacja Recyklingu Sp. z o. o.,pkrecykling.pl,Private Recyclers & Reprocessors
Polski System Kaucyjny,polskisystemkaucyjny.pl,Private Recyclers & Reprocessors
Polyduct Nyrt.,polyduct.hu,Private Recyclers & Reprocessors
POLYMERSTOCKLIST,polymerstocklist.com,Private Recyclers & Reprocessors
Port of Gdansk Authority,portgdansk.pl,Private Recyclers & Reprocessors
Port Shipping & Engineering,midia-port-shipping.ro,Private Recyclers & Reprocessors
POSkładani.pl,poskladani.pl,Private Recyclers & Reprocessors
Possehl Umweltschutz GmbH,possehl-umweltschutz.de,Private Recyclers & Reprocessors
Poul Schou A/S,poulschou.dk,Private Recyclers & Reprocessors
Povrly Copper Industries,pci.cz,Private Recyclers & Reprocessors
Power Dynamic Technology,power-dynamic.ro,Private Recyclers & Reprocessors
PR Recycling GmbH,pr-recycling.com,Private Recyclers & Reprocessors
"Pražské služby, a.s.",psas.cz,Private Recyclers & Reprocessors
PremierPlast,premierplast.co.hu,Private Recyclers & Reprocessors
Prevent Industrials,preventindustrials.com,Private Recyclers & Reprocessors
PreZero Arena Gliwice,prezeroarenagliwice.pl,Private Recyclers & Reprocessors
Prime Technologies Ltd.,primetech.bg,Private Recyclers & Reprocessors
Primobius,primobius.com,Private Recyclers & Reprocessors
Printec Group,printecgroup.com,Private Recyclers & Reprocessors
Pro Bau Haustechnik,probauhaustechnik.de,Private Recyclers & Reprocessors
Pro Vape,pro-vape.eu,Private Recyclers & Reprocessors
Profilink,profilink.eu,Private Recyclers & Reprocessors
Profol Europe,profol.de,Private Recyclers & Reprocessors
Progroup AG,progroup.ag,Private Recyclers & Reprocessors
Proman,proman.org,Private Recyclers & Reprocessors
Promateris Group,promateris.com,Private Recyclers & Reprocessors
PROMET GROUP,prometgroup.eu,Private Recyclers & Reprocessors
Prometimpex GmbH,prometimpex.com,Private Recyclers & Reprocessors
PRONEXA AG,pronexa.com,Private Recyclers & Reprocessors
PROPAK,propak.at,Private Recyclers & Reprocessors
Prosystem Hungary,prosystem.hu,Private Recyclers & Reprocessors
PROTECTOPLUS GmbH,protecto.de,Private Recyclers & Reprocessors
Provas Forsyningsservice,provas.dk,Private Recyclers & Reprocessors
PRUVIA,pruvia.com,Private Recyclers & Reprocessors
PRYM,prym-group.com,Private Recyclers & Reprocessors
PTS Logistics GmbH,pts-logistics.de,Private Recyclers & Reprocessors
Publer,publer.com,Private Recyclers & Reprocessors
PulPac,pulpac.com,Private Recyclers & Reprocessors
Puls AB,pulsab.se,Private Recyclers & Reprocessors
PUR Umwelt,pur-umwelt.com,Private Recyclers & Reprocessors
Puraglobe Oil Collection & Services,puraglobe-services.com,Private Recyclers & Reprocessors
Pure North,purenorth.is,Private Recyclers & Reprocessors
PURUS PLASTICS GmbH,purus-plastics.de,Private Recyclers & Reprocessors
PWS Danmark A/S,pwsas.dk,Private Recyclers & Reprocessors
PWS Nordic AB,pwsab.se,Private Recyclers & Reprocessors
PX GROUP,pxgroup.com,Private Recyclers & Reprocessors
Pääkaupunkiseudun Kierrätyskeskus Oy / Helsinki Metropolitan Area Reuse Centre Ltd,kierratyskeskus.fi,Private Recyclers & Reprocessors
PÖPPEL Abfallwirtschaft und Städtereinigung GmbH,poeppel.de,Private Recyclers & Reprocessors
Pöppelmann GmbH & Co. KG,poeppelmann.com,Private Recyclers & Reprocessors
Pöttinger Entsorgungstechnik,poettinger-oneworld.at,Private Recyclers & Reprocessors
Quantafuel,quantafuel.com,Private Recyclers & Reprocessors
R&S d.o.o.,ris.ba,Private Recyclers & Reprocessors
R+F TBU,rf-tbu.de,Private Recyclers & Reprocessors
R. Morand et Fils S.A.,morand-sa.ch,Private Recyclers & Reprocessors
RAAN Corporate Group,raan-group.com,Private Recyclers & Reprocessors
Radburg,radburgtyres.com,Private Recyclers & Reprocessors
Ragn-Sells,ragnsells.se,Private Recyclers & Reprocessors
Ragn-Sells AS,ragnsells.no,Private Recyclers & Reprocessors
Ragn-Sells Danmark A/S,ragnsells.dk,Private Recyclers & Reprocessors
Ragn-Sells Estonia,ragnsells.ee,Private Recyclers & Reprocessors
Ragn-Sells Group,ragnsells.com,Private Recyclers & Reprocessors
RAK GmbH,rak-group.de,Private Recyclers & Reprocessors
"RAMBO AB, Regional Avfallsanläggning i mellersta Bohuslän",rambo.se,Private Recyclers & Reprocessors
Raurica Wald,rauricawald.ch,Private Recyclers & Reprocessors
RB Leipzig,rbleipzig.com,Private Recyclers & Reprocessors
rbit GmbH,rbit-gmbh.com,Private Recyclers & Reprocessors
RDRWind e.V.,rdrwind.de,Private Recyclers & Reprocessors
RE-CYCLE LTD,re-cycle.bg,Private Recyclers & Reprocessors
Re-Match,re-match.com,Private Recyclers & Reprocessors
re.cycular,recycular.de,Private Recyclers & Reprocessors
re:net,renetnow.com,Private Recyclers & Reprocessors
REAL Luzern,real-luzern.ch,Private Recyclers & Reprocessors
REBA Umweltdienste,reba-umweltdienste.de,Private Recyclers & Reprocessors
REBHAN FPS Kunststoff-Verpackungen GmbH,rebhan.de,Private Recyclers & Reprocessors
Reciclad'OR,reciclador.green,Private Recyclers & Reprocessors
Reclay,reclay-group.com,Private Recyclers & Reprocessors
Reco Waste Management,recowm.hu,Private Recyclers & Reprocessors
Recolamp,recolamp.ro,Private Recyclers & Reprocessors
ReCompany AB,recompany.se,Private Recyclers & Reprocessors
Reconic,reconic.io,Private Recyclers & Reprocessors
recovery Recycling Technology Worldwide,recovery-worldwide.com,Private Recyclers & Reprocessors
RECUP,recup.de,Private Recyclers & Reprocessors
RECYCLA,recycla.app,Private Recyclers & Reprocessors
Recycla.se,recycla.se,Private Recyclers & Reprocessors
Recycling,recyclingnet.se,Private Recyclers & Reprocessors
Recycling Entsorgung & Logistik GmbH,recycling-entsorgung-logistik.de,Private Recyclers & Reprocessors
Redooo GmbH,redooo.de,Private Recyclers & Reprocessors
REDUX Recycling GmbH,redux-recycling.com,Private Recyclers & Reprocessors
Redux – Affald og Genbrug,brainybins.com,Private Recyclers & Reprocessors
REEN - Streamlining Waste Management,reen.com,Private Recyclers & Reprocessors
REFA,refa.dk,Private Recyclers & Reprocessors
ReFood Deutschland,refood.de,Private Recyclers & Reprocessors
REFOOD POLSKA,refood.pl,Private Recyclers & Reprocessors
refurbed,refurbed.de,Private Recyclers & Reprocessors
Regalbedarf - Regalmontagen,regalbedarf.com,Private Recyclers & Reprocessors
Regenbogen Arbeit gemeinnützige GmbH,regenbogen-arbeit.de,Private Recyclers & Reprocessors
REGO-FIX Group,rego-fix.com,Private Recyclers & Reprocessors
REGUTEC A.S.,regutec.com,Private Recyclers & Reprocessors
reifencom GmbH,reifen.com,Private Recyclers & Reprocessors
REIKAN Group,reikan-group.com,Private Recyclers & Reprocessors
Reiling Group,reiling.de,Private Recyclers & Reprocessors
Rejlek Metal&Plastics Group,rejlek.at,Private Recyclers & Reprocessors
REKO GmbH,reko-gruppe.de,Private Recyclers & Reprocessors
REKOPOL,rekopol.pl,Private Recyclers & Reprocessors
REKS GmbH & Co. KG,reks.de,Private Recyclers & Reprocessors
reKáva,rekava.cz,Private Recyclers & Reprocessors
RELOGA GmbH,reloga.de,Private Recyclers & Reprocessors
Relogg Digital Logistics & Office Space Management GmbH & Co. KG,relogg.com,Private Recyclers & Reprocessors
RELUX Umwelt GmbH,relux-umwelt.de,Private Recyclers & Reprocessors
reMadrass as,remadrass.no,Private Recyclers & Reprocessors
Rematinvest,rematinvest.ro,Private Recyclers & Reprocessors
Remeo Group Oy,remeo.fi,Private Recyclers & Reprocessors
ReMidt IKS,remidt.no,Private Recyclers & Reprocessors
Remiro Abfallwirtschaft GmbH,remiro.de,Private Recyclers & Reprocessors
Renall AB,renall.se,Private Recyclers & Reprocessors
Reno-Vest IKS,reno-vest.no,Private Recyclers & Reprocessors
Renova AB,renova.se,Private Recyclers & Reprocessors
Renovasjonsselskapet GLØR iks,glor.no,Private Recyclers & Reprocessors
rentitNOW GmbH,rentitnow.de,Private Recyclers & Reprocessors
"Reparando, eine Marke der Aries Solution GmbH",reparando.de,Private Recyclers & Reprocessors
RER Ecologic Group,rergroup.ro,Private Recyclers & Reprocessors
RER VEST SA,rervest.ro,Private Recyclers & Reprocessors
Resand Ltd,resand.eu,Private Recyclers & Reprocessors
ReSource Denmark,resourcedk.com,Private Recyclers & Reprocessors
RETERRA Erden Süd GmbH,reterra-erden.de,Private Recyclers & Reprocessors
RETERRA Service GmbH,reterra.de,Private Recyclers & Reprocessors
rethink*rotor,rethinkrotor.tech,Private Recyclers & Reprocessors
RETRON,retron.world,Private Recyclers & Reprocessors
Retura,retura.no,Private Recyclers & Reprocessors
Retura Iris,returairis.no,Private Recyclers & Reprocessors
Retura Søre Sunnmøre AS,retura-ss.no,Private Recyclers & Reprocessors
RetuRO SGR,returosgr.ro,Private Recyclers & Reprocessors
Returpack / Pantamera,pantamera.nu,Private Recyclers & Reprocessors
reTyre,retyre.eco,Private Recyclers & Reprocessors
Revac,revac.no,Private Recyclers & Reprocessors
revomet - a CRONIMET company,revomet.com,Private Recyclers & Reprocessors
Rewald GmbH,rewald.eu,Private Recyclers & Reprocessors
REWE digital,rewe-digital.com,Private Recyclers & Reprocessors
REWE Großhandel GmbH,adeg.at,Private Recyclers & Reprocessors
Rhein-Hunsrück Entsorgung,rh-entsorgung.de,Private Recyclers & Reprocessors
Rhenus Home Delivery,rhenusmydelivery.com,Private Recyclers & Reprocessors
"Rhiem & Sohn, Kies und Sand GmbH & Co.KG",rhiem-sohn.de,Private Recyclers & Reprocessors
rica Service GmbH,rica-service.de,Private Recyclers & Reprocessors
Richard John GmbH,r-john.de,Private Recyclers & Reprocessors
RICOH Germany,ricoh.de,Private Recyclers & Reprocessors
RIGK GmbH,rigk.de,Private Recyclers & Reprocessors
Riikinvoima Oy,riikinvoima.fi,Private Recyclers & Reprocessors
Rival AB,rivare.nu,Private Recyclers & Reprocessors
Rival – Gerhard Haas GmbH & Co. KG,rival-haas.de,Private Recyclers & Reprocessors
RiverRecycle,riverrecycle.com,Private Recyclers & Reprocessors
RMC Polska Sp. z o.o.,rmcpolska.pl,Private Recyclers & Reprocessors
RMG ROHSTOFFMANAGEMENT GMBH,rmg-gmbh.de,Private Recyclers & Reprocessors
RMP​ Group_ Recycling Technologies,rmp.lv,Private Recyclers & Reprocessors
RMR - Rhein Main Rohstoffe GmbH,rmr-recycling.de,Private Recyclers & Reprocessors
ROAF - Romerike avfallsforedling IKS,roaf.no,Private Recyclers & Reprocessors
ROCKBIRD GmbH,rockbird.eu,Private Recyclers & Reprocessors
Rogaland Gjenvinning AS,rogjen.no,Private Recyclers & Reprocessors
ROHAL GmbH - Rohstoffhandel Lingen,rohal.gmbh,Private Recyclers & Reprocessors
ROHPROG GmbH,rohprog.de,Private Recyclers & Reprocessors
Rohstoff Magazin,rohstoffmagazin.at,Private Recyclers & Reprocessors
Rohstoffverwertung Gröger GmbH & Co. KG,groeger-gruppe.de,Private Recyclers & Reprocessors
Rohstoffverwertung Reutlingen GmbH & Co. KG,rv-reutlingen.de,Private Recyclers & Reprocessors
ROLEM,rolem.eu,Private Recyclers & Reprocessors
Rom Waste Solutions,rws.ro,Private Recyclers & Reprocessors
ROMCARBON SA,romcarbon.com,Private Recyclers & Reprocessors
rona:systems,rona.at,Private Recyclers & Reprocessors
Rondo Ganahl AG,rondo-ganahl.com,Private Recyclers & Reprocessors
Rosink-Werkstätten GmbH,rosink-werkstaetten.de,Private Recyclers & Reprocessors
Roskilde Festival,roskilde-festival.dk,Private Recyclers & Reprocessors
ROSSMANN Czech Republic,rossmann.cz,Private Recyclers & Reprocessors
Roster,roster.bg,Private Recyclers & Reprocessors
Rotapack Zrt.,rotapack.hu,Private Recyclers & Reprocessors
"ROTAQUA Geological-, Mining-, Research-, Deep Drilling Ltd.",rotaqua.hu,Private Recyclers & Reprocessors
Roto Group,roto-group.eu,Private Recyclers & Reprocessors
ROTO Slovenija d.o.o.,rotoeco.eu,Private Recyclers & Reprocessors
Rotovia,rotovia.com,Private Recyclers & Reprocessors
Rowaj Sp. z o.o.,rowaj.pl,Private Recyclers & Reprocessors
ROXCEL Trading,roxcel.com,Private Recyclers & Reprocessors
Roy Schulz GmbH,royschulz.de,Private Recyclers & Reprocessors
"rPET InWaste, sro",rpet-inwaste.com,Private Recyclers & Reprocessors
RSAG,rsag.de,Private Recyclers & Reprocessors
RSH Polymere GmbH,rsh-polymere.de,Private Recyclers & Reprocessors
RSM Rekener System- & Metalltechnik GmbH,rsm-reken.de,Private Recyclers & Reprocessors
Rubbermaid Commercial Products Europe,rubbermaid.eu,Private Recyclers & Reprocessors
Runden Group,runden-group.eu,Private Recyclers & Reprocessors
RUZ Mineralik GmbH,ruz-mineralik.net,Private Recyclers & Reprocessors
RVX,rvx.is,Private Recyclers & Reprocessors
Röhlig Logistics,rohlig.com,Private Recyclers & Reprocessors
Röhr + Stolberg GmbH,roehr-stolberg.de,Private Recyclers & Reprocessors
S&Z Verpackung GmbH,sundz.de,Private Recyclers & Reprocessors
"S-FIRMA, s.r.o.",s-firma.cz,Private Recyclers & Reprocessors
S.C. MGG Recycling S.R.L.,mgg-ro.com,Private Recyclers & Reprocessors
S.C. PET STAR S.A.,petstar-recycling.ro,Private Recyclers & Reprocessors
Saarstahl AG,saarstahl.com,Private Recyclers & Reprocessors
Safetec GmbH,safetec-strahlenschutz.de,Private Recyclers & Reprocessors
SAKO Brno a.s.,sako.cz,Private Recyclers & Reprocessors
SALT Minerals GmbH,salt-minerals.com,Private Recyclers & Reprocessors
sam GmbH,sammarketing.de,Private Recyclers & Reprocessors
SAMCO Aircraft Maintenance Bratislava,samco-bts.aero,Private Recyclers & Reprocessors
San Sac AB,sansac.se,Private Recyclers & Reprocessors
Sandahls,sandahls.com,Private Recyclers & Reprocessors
SANHA® Group,sanha.com,Private Recyclers & Reprocessors
saperatec,saperatec.de,Private Recyclers & Reprocessors
SAR AS,sargruppen.no,Private Recyclers & Reprocessors
SAR Recycling SA,sarrecycling.com,Private Recyclers & Reprocessors
SARIA Germany,saria-karriere.de,Private Recyclers & Reprocessors
SARIA Polska,saria.pl,Private Recyclers & Reprocessors
Saubermacher-Magyarország Ltd.,saubermacher.hu,Private Recyclers & Reprocessors
SAX Polymers,saxpolymers.com,Private Recyclers & Reprocessors
SBB Sonderabfallgesellschaft Brandenburg/Berlin mbH,sbb-mbh.de,Private Recyclers & Reprocessors
SC RETIM Ecologic Service SA,retim.ro,Private Recyclers & Reprocessors
SCA,sca.com,Private Recyclers & Reprocessors
Scandinavian Enviro Systems AB (publ),envirosystems.se,Private Recyclers & Reprocessors
Scandinavian Outdoor,scandinavianoutdoor.fi,Private Recyclers & Reprocessors
Scanmetals A/S,scanmetals.com,Private Recyclers & Reprocessors
SCANTEC GmbH,ecotec-scantec.com,Private Recyclers & Reprocessors
Schaal + Müller GmbH & Co. KG,schaal-mueller.de,Private Recyclers & Reprocessors
Schaumaplast Group,schaumaplast.com,Private Recyclers & Reprocessors
Scheele Erdbau,scheele-erdbau.de,Private Recyclers & Reprocessors
Scherer & Kohl GmbH,scherer-kohl.de,Private Recyclers & Reprocessors
SCHEYER Verpackungstechnik GmbH,scheyer.at,Private Recyclers & Reprocessors
Schmidt + Kampshoff GmbH,schmidtentsorgung.de,Private Recyclers & Reprocessors
Schmiedewerke Gröditz,stahl-groeditz.de,Private Recyclers & Reprocessors
Schneemann Recycling GmbH,schneemann-recycling.de,Private Recyclers & Reprocessors
Schneider Umweltservice AG,umweltservice.ch,Private Recyclers & Reprocessors
Schnider AG Transporte und Recycling,schnider-ag.ch,Private Recyclers & Reprocessors
Scholz Recycling GmbH,scholz-recycling.com,Private Recyclers & Reprocessors
Schreiber Umweltschutz GmbH,schreiber-umweltschutz.de,Private Recyclers & Reprocessors
Schrott Bosch GmbH,schrott-bosch.de,Private Recyclers & Reprocessors
Schrott Wetzel OST GmbH,schrott-wetzel-ost.de,Private Recyclers & Reprocessors
Schrott- und Metallhandel M. Kaatsch GmbH,kaatsch.de,Private Recyclers & Reprocessors
Schubert & Salzer Control Systems GmbH,schubert-salzer.com,Private Recyclers & Reprocessors
Schuler Rohstoff GmbH,schuler-rohstoff.de,Private Recyclers & Reprocessors
Schwalbe - Ralf Bohle GmbH,schwalbe.com,Private Recyclers & Reprocessors
Schwarz Gruppe,gruppe.schwarz,Private Recyclers & Reprocessors
Schwarz Rohstoff GmbH,schwarz-rohstoff.de,Private Recyclers & Reprocessors
Schwegler Solutions | N. Schwegler GmbH,schwegler-solutions.com,Private Recyclers & Reprocessors
SCHÄFER Werke GmbH,schaefer-werke.de,Private Recyclers & Reprocessors
Schüco International KG,schueco.com,Private Recyclers & Reprocessors
ScrapBees GmbH,schrottbienen.de,Private Recyclers & Reprocessors
SEA Enterprises a. s.,sea-reelgood.com,Private Recyclers & Reprocessors
SEA ME GmbH,zerooo.com,Private Recyclers & Reprocessors
Seco Tools,secotools.com,Private Recyclers & Reprocessors
SECONTRADE,secontrade.com,Private Recyclers & Reprocessors
Sedlecký kaolin,sedlecky-kaolin.cz,Private Recyclers & Reprocessors
Seibel Entsorgung,seibel-entsorgung.de,Private Recyclers & Reprocessors
Sejer & Sønnichsen A/S,se-so.dk,Private Recyclers & Reprocessors
Sekisui Alveo,sekisuialveo.com,Private Recyclers & Reprocessors
SENOPLAST Klepsch & Co. GmbH,senoplast.com,Private Recyclers & Reprocessors
SENS eRecycling,erecycling.ch,Private Recyclers & Reprocessors
Sensoneo,sensoneo.com,Private Recyclers & Reprocessors
SEOM Sollentuna Energi & Miljö,seom.se,Private Recyclers & Reprocessors
SEPA Engineering GmbH,sepa.at,Private Recyclers & Reprocessors
SEREO – RECYCLING AS A SERVICE,sereo.ch,Private Recyclers & Reprocessors
