company,domain,city,state,plz,language,signal
WMS-engineering Werkzeuge-Maschinen-Systeme GmbH,wms-engineering.de,Klettgau,Baden-Wuerttemberg,79771,de,
Morath GmbH,morath.eu,Albbruck,Baden-Wuerttemberg,79774,de,
Cleveland Lineartechnik GmbH,cleveland.de,Loeffingen,Baden-Wuerttemberg,79843,de,
ERO-Führungen GmbH,ero-fuehrungen.de,Loeffingen,Baden-Wuerttemberg,79843,de,
WST Präzisionstechnik GmbH,wst-willmann.de,Loeffingen,Baden-Wuerttemberg,79843,de,
Dunkermotoren,dunkermotoren.com,Bonndorf,Baden-Wuerttemberg,79848,de,
Mesa Parts GmbH,mesa-parts.com,Lenzkirch,Baden-Wuerttemberg,79853,de,
Franz Morat Group,franz-morat.com,Eisenbach,Baden-Wuerttemberg,79871,de,
AAT Automation GmbH,aat-gmbh.de,,,,de,
ACS Armoured Car Systems,acs-armoured-cars.com,,,,de,
ALUCOBOND Europe,alucobond.com,,,,de,
Alup Kompressoren,alup.com,Reutlingen,Baden-Wuerttemberg,,de,
Amphenol Tuchel Industrial GmbH,amphenol-industrial.de,Heilbronn,Baden-Wuerttemberg,,de,
ArchitectECA2030,architect-eca2030.eu,,,,de,
ARCHITECTURAL CONCEPTS,archconceptsllc.com,,,,de,
ARKU,arku.com,,,,de,
Arnold NextG,arnoldnextg.de,,,,de,
ARX Robotics,arx-robotics.com,Neubiberg,Bavaria,,de,
ASUTEC GmbH,asutec.de,Nuertingen,Baden-Wuerttemberg,,de,
Automotive Security Research Group (ASRG),asrg.io,,,,de,
Autonomous Intelligent Driving GmbH,aid-driving.eu,,,,de,
AVL Software and Functions GmbH,avl-functions.com,,,,de,
AZ ARMATUREN - THE PLUG VALVE COMPANY,az-armaturen.de,,,,de,
bauma,bauma.de,,,,de,
Baur Folien GmbH,baur-folien.de,,,,de,
BBW Lasertechnik,bbw-lasertechnik.de,Prutting,Bavaria,,de,
BENZ Tooling,benz-tools.de,,,,de,
Beschaffung Aktuell,industrie.de,,,,de,
Betonverbände Baden-Württemberg,betonservice.de,Ostfildern,Baden-Wuerttemberg,,de,
Beutlhauser-Gruppe,beutlhauser.de,,,,de,
bielomatik GmbH,bielomatik.com,Roemerstein,Baden-Wuerttemberg,,de,
BINDER GmbH,binder-world.com,,,,de,
BMW Group Startup Garage,bmwstartupgarage.com,,,,de,
Bosch Connected Industry,manufacturing-co-intelligence.com,,,,de,
Brose Group,brose.com,Coburg,Bavaria,,de,
BUOYANCY TECHNOLOGIES,buoyancy.com,,,,de,
BYD Deutschland,byd-auto.de,Stuttgart,Baden-Wuerttemberg,,de,
Bär Cargolift | Gerd Bär GmbH International,humbaur.com,,,,de,
Carl Walther GmbH,carl-walther.de,Ulm,Baden-Wuerttemberg,,de,
CATENSYS - Chain Drive Systems,catensys.com,Erlangen,Bavaria,,de,
Champignon-Hofmeister Familienunternehmen,karriere-bei-champignon.de,Lauben,Bavaria,,de,
CHEMIE TECHNIK - Kompetenz entscheidet.,chemietechnik.de,,,,de,
CINEQUADS,cinequads.com,,,,de,
Circus Group,circus-group.com,Munich,Bavaria,,de,
Citizen Systems,citizen-systems.com,,,,de,
Condair GmbH,condair.de,Garching,Bavaria,,de,
Connectors & Sealing Solutions,fogt.com,,,,de,
CREAT GmbH,creat.de,Ingolstadt,Bavaria,,de,
CUTMETALL,cutmetall.com,,,,de,
DAMBACH Lagersysteme GmbH & Co. KG,dambach-lagersysteme.de,,,,de,
DATA AHEAD AG,dataahead.de,,,,de,
Diamant - Gesellschaft Tesch GmbH,diamanttesch.de,Ludwigsburg,Baden-Wuerttemberg,,de,
Dürr,durr.com,Bietigheim-Bissingen,Baden-Wuerttemberg,,de,
ECO STOR,eco-stor.de,,,,de,
EDEKA Unternehmensgruppe Nordbayern-Sachsen-Thüringen,edeka.de,Rottendorf,Bavaria,,de,
Eisenmann Environmental Technology,eisenmann-environmental.com,,,,de,
ERBO GmbH,erbo-gmbh.de,,,,de,
ERC System,erc-system.com,,,,de,
EUROGUSS,euroguss.de,,,,de,
F. Zimmermann GmbH,f-zimmermann.com,Neuhausen auf den Fildern,Baden-Wuerttemberg,,de,
FAHRION - FAR BEYOND PRECISION,fahrion.de,Kaisersbach,Baden-Wuerttemberg,,de,
FANUC Deutschland GmbH,fanuc.de,,,,de,
FAZUA,fazua.com,,,,de,
Filics,filics.eu,,,,de,
Firian,fire-holding.de,,,,de,
FLECS,flecs.tech,Kempten,Bavaria,,de,
Fliegl Agrartechnik GmbH,fliegl-agrartechnik.de,Muehldorf,Bavaria,,de,
Franke GmbH,franke-gmbh.de,Aalen,Baden-Wuerttemberg,,de,
FRED & FELIA,fredfelia.com,,,,de,
Gallus Group,heidelberg.com,,,,de,
Gardena GmbH,gardena.com,,,,de,
Gebr. Heller Maschinenfabrik GmbH,heller.biz,Nuertingen,Baden-Wuerttemberg,,de,
German Bionic,germanbionic.com,,,,de,
GERSYS GmbH,gersys.de,,,,de,
GLASWELT,glaswelt.de,,,,de,
Glen Dimplex Precision Cooling,precision-cooling.com,Kulmbach,Bavaria,,de,
GODEL-BETON GmbH,godel-beton.de,Stuttgart,Baden-Wuerttemberg,,de,
Grenzebach Group,grenzebach.com,,,,de,
GTS Countmaster,gts-countmaster.com,Heilbronn,Baden-Wuerttemberg,,de,
H2FLY,h2fly.de,,,,de,
Hans Kupfer & Sohn GmbH & Co. KG,hanskupfer.de,Heilsbronn,Bavaria,,de,
HANSELMANN GmbH - Werkzeuge und Schrauben,hanselmann-gmbh.de,,,,de,
Herrenknecht Vertical GmbH,herrenknecht-vertical.com,,,,de,
Hilite International,hilite.com,,,,de,
hilzinger windows and doors,hilzinger.de,Willstaett,Baden-Wuerttemberg,,de,
HOMMEL ETAMIC,hommel-etamic.com,Villingen-Schwenningen,Baden-Wuerttemberg,,de,
Horn Glass Industries AG,hornglass.com,,,,de,
HORYZN,horyzn.org,,,,de,
I-H&S GmbH,ihs-gmbh.de,Backnang,Baden-Wuerttemberg,,de,
icotek - smart cable management,icotek.com,,,,de,
IDEAL Automotive GmbH,ideal-automotive.com,Bamberg,Bavaria,,de,
IGZ Automation GmbH,igz.com,,,,de,
INERATEC,ineratec.de,,,,de,
InnoEnergy,volocopter.com,,,,de,
Innomotics,innomotics.com,Nuremberg,Bavaria,,de,
inos Automation,inos-grenzebach.com,,,,de,
IST METZ GmbH & Co. KG,ist-uv.com,,,,de,
JACOB,jacob.de,,,,de,
JULABO GmbH,julabo.com,Seelbach,Baden-Wuerttemberg,,de,
KINNOVIA,kinnovia.com,,,,de,
KNDS Deutschland,knds.de,Munich,Bavaria,,de,
Lieken GmbH,lieken.de,Bietigheim-Bissingen,Baden-Wuerttemberg,,de,
Linde Material Handling Deutschland,linde-mh.de,,,,de,
Ludwig Meister,ludwigmeister.de,,,,de,
Maeve,maeve.aero,,,,de,
Magnetic Autocontrol,magnetic-access.com,,,,de,
Malping GmbH,malping.de,,,,de,
Mansory Design & Holding GmbH,mansory.com,,,,de,
Master Builders Solutions,master-builders-solutions.com,Mannheim,Baden-Wuerttemberg,,de,
Matrickz GmbH,matrickz.de,,,,de,
MAX FRANK Group,maxfrank.com,,,,de,
MBRAUN,mbraun.de,,,,de,
McKesson Europe AG,mckesson.eu,,,,de,
MEILLER Aufzugtüren GmbH,meiller-aufzugtueren.de,Munich,Bavaria,,de,
Mercedes-Benz AG,mercedes-benz.com,Stuttgart,Baden-Wuerttemberg,,de,
MERIDA BIKES INTERNATIONAL,merida-bikes.com,,,,de,
MIWE Michael Wenz GmbH,miwe.de,,,,de,
Molkerei Gropper GmbH & Co. KG,gropper.de,,,,de,
montratec,montratec.de,Dauchingen,Baden-Wuerttemberg,,de,
NAiSE,naise.eu,,,,de,
Natural Stone Steinmann GmbH,naturstein-steinmann.de,Eltmann,Bavaria,,de,
nebumind,nebumind.com,Taufkirchen,Bavaria,,de,
NIMMSTA,nimmsta.com,,,,de,
Norck,norck.com,Mannheim,Baden-Wuerttemberg,,de,
OSG GmbH,osgeurope.com,Goeppingen,Baden-Wuerttemberg,,de,
PBST,pbst.eu,,,,de,
PFEIFFER & MAY Gruppe,pfeiffer-may.de,Karlsruhe,Baden-Wuerttemberg,,de,
Pfeuffer GmbH,pfeuffer.de,Marktsteft,Bavaria,,de,
PI (Physik Instrumente) Group,physikinstrumente.com,Karlsruhe,Baden-Wuerttemberg,,de,
Porsche (China) Motors Ltd,porsche.cn,,,,de,
Power2Drive,powertodrive.de,,,,de,
Privatbrauerei ERDINGER Weißbräu Werner Brombach GmbH,erdinger.de,,,,de,
Privatmolkerei Bauer GmbH & Co KG,bauer-natur.de,,,,de,
ProductionToGo GmbH,production-to-go.com,,,,de,
Qorix,qorix.ai,,,,de,
Quantron AG,quantron.de,Gersthofen,Bavaria,,de,
R Raymon Bicycles GmbH,raymon-bicycles.com,Schweinfurt,Bayern,,de,
RAUCH Landmaschinenfabrik GmbH,rauch.de,Rheinmuenster,Baden-Wuerttemberg,,de,
Refratechnik Group,refra.com,,,,de,
RENA Technologies GmbH,rena.com,,,,de,
REUTER TECHNOLOGIE GmbH,reuter-technologie.de,Alzenau,Bavaria,,de,
Richter+Frenzel GmbH + Co. KG,r-f.de,,,,de,
Robert Bürkle GmbH,buerkle-gmbh.de,,,,de,
Rohrdorfer,rohrdorfer.eu,,,,de,
SCHNEPF Planungsgruppe,pg-schnepf.de,Nagold,Baden-Wuerttemberg,,de,
Schock GmbH,schock.de,,,,de,
Schubert & Salzer Control Systems GmbH,schubert-salzer.com,Ingolstadt,Bavaria,,de,
Schwanog Siegfried Güntert GmbH,schwanog.com,Villingen-Schwenningen,Baden-Wuerttemberg,,de,
Schwarz Gruppe,gruppe.schwarz,,,,de,
SpaceFounders,spacefounders.eu,,,,de,
SPARETECH,sparetech.io,,,,de,
SPINNER automation GmbH,spinner-automation.com,Markgroeningen,Baden-Wuerttemberg,,de,
Spittelmeister GmbH,balkonbauer.de,Pforzheim,Baden-Wuerttemberg,,de,
STAHL CraneSystems GmbH,cmco.com,Kuenzelsau,Baden-Wuerttemberg,,de,
STEIN Automation GmbH & Co. KG,stein-automation.de,Niedereschach,Baden-Wuerttemberg,,de,
stoba Group,stoba.de,,,,de,
Sturm Blechverarbeitung & Systeme GmbH,sturm-blech.de,Salching,Bavaria,,de,
Subitec GmbH,subitec.com,Koengen,Baden-Wuerttemberg,,de,
SUTO iTEC GmbH,suto-itec.com,Heitersheim,Baden-Wuerttemberg,,de,
Syntegon,syntegon.com,Waiblingen,Baden-Wuerttemberg,,de,
Taifun-Tofu GmbH,taifun-tofu.de,Freiburg,Baden-Wuerttemberg,,de,
ThermSys GmbH,thermsys.de,Kahl am Main,Bavaria,,de,
TUM Hyperloop,tumhyperloop.com,,,,de,
TYTAN Technologies,tytan-technologies.com,,,,de,
VBH Deutschland GmbH,vbh.de,,,,de,
Vehiclevo,vehiclevo.de,,,,de,
Ventomaxx GmbH,ventomaxx.de,,,,de,
VIA optronics,via-optronics.com,,,,de,
Vibracoustic,vibracoustic.com,Weinheim,Baden-Wuerttemberg,,de,
Vyoma,vyoma.space,,,,de,
WIESHEU GmbH,wiesheu.de,Grossbottwar,Baden-Wuerttemberg,,de,
Wiferion - a PULS brand,wiferion.com,,,,de,
Winkel GmbH,winkel.de,,,,de,
xis.ai,xis.ai,,,,de,
YT Industries,yt-industries.com,,,,de,
ZIMMERMANN PV-Steel Group,pv-steel-group.com,,,,de,
ZINSER GmbH,zinser.de,Albershausen,Baden-Wuerttemberg,,de,
4 pipes GmbH,4pipes.de,Nuremberg,Bavaria,90431,de,
AMG TITANIUM,amg-titanium-de.com,Nuremberg,Bavaria,90431,de,
WIEGEL Gruppe - Der Feuerverzinker - Der Beschichter - Der Gittermastbau,wiegel.de,Nuernberg,Bayern,90431,de,
Ammon Beschläge-Handels GmbH,ammon.de,Nuremberg,Bavaria,90439,de,
ETO SENSORIC GmbH,etosensoric.de,Nuremberg,Bavaria,90441,de,
FLABEG Automotive Group,flabeg.com,Nuremberg,Bavaria,90441,de,
MAN Engines - A Business Unit of MAN Truck & Bus SE,man-engines.com,Nuremberg,Bavaria,90441,de,
SYKATEC,sykatec.de,Nuremberg,Bavaria,90441,de,
TA Triumph-Adler GmbH,triumph-adler.com,Nuremberg,Bavaria,90449,de,
Bühler Motor / Buehler Motor,buehlermotor.com,Nuremberg,Bavaria,90459,de,
EUROBEND,eurobend.com,Nuremberg,Bavaria,90459,de,
Leistritz Pump Technology,leistritz.com,Nuremberg,Bavaria,90459,de,
TGM Kanis Turbinen GmbH,tgmkanis.com,Wendelstein,Bavaria,90475,de,
Graphite Materials GmbH,graphite-materials.com,Oberasbach,Bavaria,90522,de,
Sill Optics,silloptics.de,Wendelstein,Bavaria,90530,de,
Cadolto Modulbau GmbH,cadolto.com,Cadolzburg,Bavaria,90556,de,
Sumitomo (SHI) Demag,sumitomo-shi-demag.eu,Schwaig,Bavaria,90571,de,
Trolli GmbH,trolli.de,Fuerth,Bavaria,90763,de,
Evosys Laser GmbH,evosys-laser.de,Erlangen,Bavaria,91058,de,
Intego GmbH,intego.de,Erlangen,Bavaria,91058,de,
INVENT Umwelt- und Verfahrenstechnik AG,invent-uv.de,Erlangen,Bavaria,91058,de,
Artschwager & Kohl Software GmbH,artschwager-kohl.de,Herzogenaurach,Bavaria,91074,de,
Schaeffler,schaeffler.com,Herzogenaurach,Bayern,91074,de,
NAF Neunkirchener Achsenfabrik AG,nafaxles.com,Neunkirchen am Brand,Bavaria,91077,de,
Wieland Lufttechnik GmbH & Co. KG,wieland-luft.com,Baiersdorf,Bavaria,91083,de,
Anlagenbau Neundörfer GmbH,neundoerfer.de,Langensendelbach,Bavaria,91094,de,
Heidolph Scientific Products GmbH,heidolph.com,Schwabach,Bavaria,91126,de,
SCHLENK,schlenk.com,Roth,Bavaria,91154,de,
toolcraft AG,toolcraft.de,Georgensgmuend,Bavaria,91166,de,
IVT GmbH & Co.KG - WÜRTH Group,ivt-group.com,Rohr,Bavaria,91189,de,
EMUGE-FRANKEN,emuge.com,Lauf an der Pegnitz,Bavaria,91207,de,
IMO Group,imo.de,Gremsdorf,Bavaria,91350,de,
Transnova-RUF Verpackungs- und Palettiertechnik GmbH,transnova-ruf.de,Ansbach,Bavaria,91522,de,
Eberhardt Group,eberhardt-gmbh.de,Lichtenau,Bayern,91586,de,
APROVIS Energy Systems GmbH,aprovis.com,Weidenbach,Bavaria,91746,de,
Franken-Schotter GmbH & Co. KG,franken-schotter.com,Treuchtlingen,Bavaria,91757,de,
Baumann Automation,baumann-automation.com,Amberg,Bayern,92224,de,
DEPRAG SCHULZ GMBH u. CO. KG,deprag.com,Amberg,Bavaria,92224,de,
Conrad Electronic Group,conrad.de,Hirschau,Bayern,92242,de,
DOB Landtechnik AG,dob-landtechnik.de,Lauterhofen,Bayern,92283,de,
encee GmbH | 3D-Drucker und CAD/CAM,encee.de,Ursensollen,Bavaria,92289,de,
Europoles GmbH & Co KG,europoles.com,Neumarkt in der Oberpfalz,Bavaria,92318,de,
FUCHS Europoles,fuchs-europoles.de,Neumarkt in der Oberpfalz,Bavaria,92318,de,
J. v. G. technology GmbH,jvg-thoma.com,Freystadt,Bavaria,92342,de,
SPANGLER GMBH,spangler-automation.de,Dietfurt an der Altmuehl,Bayern,92345,de,
Wolf Wurstspezialitäten GmbH,wolf-essgenuss.de,Schwandorf,Bavaria,92421,de,
emz - Hanauer GmbH & Co. KGaA,emz-hanauer.de,Nabburg,Bavaria,92507,de,
BHTronik GmbH,bhtronik.de,Oberviechtach,Bavaria,92526,de,
Porzellanfabriken Christian Seltmann GmbH,seltmann.com,Weiden,Bavaria,92637,de,
Zechmayer Formenbau - Kunststofftechnik,zechmayer.de,Grafenwoehr,Bavaria,92655,de,
Lippert GmbH & Co. KG i. Ins.,lippert.de,Pressath,Bavaria,92690,de,
GEFASOFT Automatisierung und Software GmbH,gefasoft.com,Regensburg,Bavaria,93053,de,
Vitesco Technologies,vitesco-technologies.com,Regensburg,Bavaria,93055,de,
SR SCHINDLER,sr-schindler.de,Regensburg,Bavaria,93057,de,
BHS Intralogistics GmbH,bhs-intralogistics.com,Neutraubling,Bavaria,93073,de,
Krones,krones.com,Neutraubling,Bayern,93073,de,
GERNEP GmbH,gernep.de,Barbing,Bavaria,93092,de,
EOL - End of Line Packaging Experts,eol.group,Pfatter,Bayern,93102,de,
Innok Robotics,innok-robotics.de,Regenstauf,Bavaria,93128,de,
Silberhorn Blechtechnik GmbH,silberhorn-blt.de,Brunn,Bavaria,93164,de,
Heidrive GmbH,heidrive.com,Kelheim,Bavaria,93309,de,
Scheugenpflug Global,scheugenpflug-dispensing.com,Neustadt an der Donau,Bavaria,93333,de,
Mahlo GmbH + Co KG,mahlo.com,Saal an der Donau,Bavaria,93342,de,
db-matik AG,db-matik.com,Roding,Bavaria,93426,de,
Roding Automobile GmbH,roding-automobile.de,Roding,Bavaria,93426,de,
AKE technologies GmbH,ake-technologies.de,Passau,Bavaria,94034,de,
SIMON PROtec Systems GmbH,simon-protec.com,Passau,Bayern,94036,de,
SENNEBOGEN,sennebogen.com,Straubing,Bavaria,94315,de,
Sonplas GmbH,sonplas.de,Straubing,Bavaria,94315,de,
Strama-MPS,strama-mps.de,Straubing,Bavaria,94315,de,
Sturm-Gruppe,sturm-gruppe.com,Salching,Bavaria,94330,de,
Einhell Germany AG,einhell.de,Landau an der Isar,Bayern,94405,de,
Haberl Electronic GmbH & Co. KG,haberl-electronic.de,Arnstorf,Bavaria,94424,de,
CSP GmbH & Co. KG,csp-sw.de,Pilsting,Bavaria,94431,de,
GFH GmbH,gfh-gmbh.de,Deggendorf,Bavaria,94469,de,
AVS Römer,avs-roemer.de,Grafenau,Bavaria,94481,de,
Sesotec,sesotec.com,Schoenberg,Bavaria,94513,de,
NETZSCH Analyzing & Testing,netzsch.com,Selb,Bavaria,95100,de,
RAPA Gruppe,rapa.com,Selb,Bavaria,95100,de,
REHAU Interior Solutions,rehau.com,Rehau,Bavaria,95111,de,
SOMMER Fassadensysteme-Stahlbau-Sicherheitstechnik GmbH & Co. KG,sommer-hof.com,Doehlau,Bavaria,95182,de,
KNARR Group,knarr.com,Helmbrechts,Bavaria,95233,de,
Glen Dimplex Deutschland,glendimplex.de,Kulmbach,Bavaria,95326,de,
IREKS Group,ireks.com,Kulmbach,Bayern,95326,de,
Kulmbacher Brauerei Aktien-Gesellschaft,kulmbacher-brauerei-ag.de,Kulmbach,Bavaria,95326,de,
Rack & Roll GmbH,rack-and-roll.com,Kulmbach,Bavaria,95326,de,
maxit gruppe,maxit.de,Kasendorf,Bavaria,95359,de,
IEM FörderTechnik,iem.eu,Kastl,Bavaria,95506,de,
ABM Greiffenberger Antriebstechnik GmbH,abm-antriebe.de,Marktredwitz,Bayern,95615,de,
SCHERDEL Group,scherdel.com,Marktredwitz,Bavaria,95615,de,
Albert & Hummel GmbH,aundh.com,Bamberg,Bavaria,96052,de,
KASPAR SCHULZ Brauereimaschinenfabrik & Apparatebauanstalt GmbH,kaspar-schulz.de,Bamberg,Bavaria,96052,de,
Concorde Reisemobile,concorde.eu,Schluesselfeld,Bavaria,96132,de,
MORELO Reisemobile GmbH,morelo-reisemobile.de,Schluesselfeld,Bavaria,96132,de,
Fischer TireTech,fischertiretech.com,Burgkunstadt,Bavaria,96224,de,
Hans Weber Maschinenfabrik GmbH,hansweber.de,Kronach,Bavaria,96317,de,
M.A.i – innovative automation,m-a-i.de,Kronach,Bavaria,96317,de,
RVT Process Equipment GmbH,rvtpe.com,Marktrodach,Bavaria,96364,de,
Dietze & Schell Maschinenfabrik GmbH & Co. KG,dietze-schell.de,Coburg,Bavaria,96450,de,
KAPP NILES,kapp-niles.com,Coburg,Bavaria,96450,de,
LASCO Umformtechnik GmbH,lasco.com,Coburg,Bavaria,96450,de,
PRODINGER Gruppe,prodinger.de,Coburg,Bavaria,96450,de,
WALDRICH COBURG,waldrich-coburg.de,Coburg,Bavaria,96450,de,
WEGMANN automotive GmbH,wegmann-automotive.com,Veitshoechheim,Bavaria,97209,de,
FlexiCAM,flexicam.com,Eibelstadt,Bavaria,97246,de,
HQW Precision GmbH,hqw.gmbh,Kuernach,Bavaria,97273,de,
ima-tec gmbh,ima-tec-gmbh.com,Kuernach,Bavaria,97273,de,
Uhlmann & Zacher GmbH,uundz.com,Waldbuettelbrunn,Bavaria,97297,de,
Knauf,knauf.com,Iphofen,Bayern,97346,de,
FRITSCH Bakery Technologies,fritsch-group.com,Markt Einersheim,Bavaria,97348,de,
CSC Bearing Europe GmbH,csc-bearing.eu,Wiesentheid,Bavaria,97353,de,
UNICOR GmbH,unicor.com,Hassfurt,Bavaria,97437,de,
FRAENKISCHE,fraenkische-group.com,Koenigsberg,Bavaria,97486,de,
JOPP,jopp.com,Bad Neustadt an der Saale,Bavaria,97616,de,
RST Stahlbau GmbH & Co. KG,rst-stahlbau.de,Niederlauer,Bavaria,97618,de,
Dueker Group,dueker.de,Karlstadt am Main,Bavaria,97753,de,
Hunger Group,hunger-group.com,Lohr a. Main,Bavaria,97816,de,
SORG Group,sorggroup.com,Lohr a. Main,Bavaria,97816,de,
WAREMA Renkhoff SE,warema.com,Marktheidenfeld,Bayern,97828,de,
adaptronic Prüftechnik GmbH,adaptronic.de,Wertheim am Main,Baden-Wuerttemberg,97877,de,
BRAND GMBH + CO KG,brand.de,Wertheim am Main,Baden-Wuerttemberg,97877,de,
DWK Life Sciences,dwk.com,Wertheim am Main,Baden-Wuerttemberg,97877,de,
Lutz Pumpen GmbH,lutz-jesco.com,Wertheim am Main,Baden-Wuerttemberg,97877,de,
WILHELM KÖNIG MTM GmbH,koenig-mtm.de,Wertheim am Main,Baden-Wuerttemberg,97877,de,
Kurtz Ersa,kurtzersa.com,Kreuzwertheim,Bavaria,97892,de,
FMB Maschinenbaugesellschaft mbH & Co. KG,fmb-machinery.com,Faulbach,Bavaria,97906,de,
W&K Gesellschaft für Industrietechnik mbH,wk-industrietechnik.de,Faulbach,Bavaria,97906,de,
LAUDA,lauda.de,Lauda-Koenigshofen,Baden-Wuerttemberg,97922,de,
Michel Tube Engineering GmbH,michel-tube.com,Tauberbischofsheim,Baden-Wuerttemberg,97941,de,
WEINIG Group,weinig.com,Tauberbischofsheim,Baden-Wuerttemberg,97941,de,
PALUX AG,palux.de,Bad Mergentheim,Baden-Wuerttemberg,97980,de,
Roto Frank Dachsystem-Technologie,roto-dachfenster.de,Bad Mergentheim,Baden-Wuerttemberg,97980,de,
BASS GmbH,bass-tools.com,Niederstetten,Baden-Wuerttemberg,97996,de,
PYTHA-3D-CAD,pytha.com,Aschaffenburg,Bavaria,63741,de,
Linde Material Handling,linde-mh.com,Aschaffenburg,Bavaria,63743,de,
OFRU Recycling,ofru.com,Alzenau,Bavaria,63755,de,
ecos systems,ecos-systems.com,Grossostheim,Bavaria,63762,de,
Robot-Technology GmbH,robottechnology.de,Grossostheim,Bayern,63762,de,
Wenzel DesignTec,wenzel-designtec.com,Hoesbach,Bavaria,63768,de,
SIGMA Process & Automation GmbH,sigma-pa.de,Goldbach,Bavaria,63773,de,
pvXchange Trading GmbH,pvxchange.com,Moembris,Bayern,63776,de,
Singulus Technologies AG,singulus.com,Kahl am Main,Bavaria,63796,de,
ABK Pressenbau Aulbach Automation GmbH,abk-pressenbau.de,Moemlingen,Bayern,63853,de,
ERBACHER the food family,food.family,Kleinheubach,Bayern,63924,de,
R+W Antriebselemente GmbH,rw-kupplungen.de,Woerth am Main,Bavaria,63939,de,
CARAT Systementwicklungs-und Marketing GmbH & Co.KG,carat-automotive.de,Mannheim,Baden-Wuerttemberg,68163,de,
KW Kranwerke GmbH,kranwerke.de,Mannheim,Baden-Wuerttemberg,68163,de,
Röchling Automotive,roechling.com,Mannheim,Baden-Wuerttemberg,68165,de,
Südzucker,suedzucker.com,Mannheim,Baden-Wuerttemberg,68165,de,
Metering and Mixing Technology from DOPAG,dopag.com,Mannheim,Baden-Wuerttemberg,68167,de,
beegy GmbH,beegy.com,Mannheim,Baden-Wuerttemberg,68199,de,
PHOENIX Pharmahandel GmbH & Co KG,phoenix-online.de,Mannheim,Baden-Wuerttemberg,68199,de,
Notion Systems,notion-systems.com,Schwetzingen,Baden-Wuerttemberg,68723,de,
VisionTools Bildanalyse Systeme GmbH,vision-tools.com,Waghaeusel,Baden-Wuerttemberg,68753,de,
EL RE HA Elektronische Regelungen GmbH,elreha.de,Hockenheim,Baden-Wuerttemberg,68766,de,
RATEC,ratec.org,Hockenheim,Baden-Wuerttemberg,68766,de,
MA micro automation,micro-automation.com,Sankt Leon-Rot,Baden-Wuerttemberg,68789,de,
Coboc GmbH & Co. KG,coboc.biz,Heidelberg,Baden-Wuerttemberg,69115,de,
Oil Dynamics GmbH,oildynamics.de,Heidelberg,Baden-Wuerttemberg,69115,de,
Heidelberg Materials,heidelbergmaterials.com,Heidelberg,Baden-Wuerttemberg,69120,de,
Heidelberg Materials Deutschland,heidelbergmaterials.de,Heidelberg,Baden-Wuerttemberg,69120,de,
ProMinent Group,prominent.com,Heidelberg,Baden-Wuerttemberg,69123,de,
DiloGroup,dilo.de,Eberbach,Baden-Wuerttemberg,69412,de,
Mosca GmbH,mosca.com,Waldbrunn,Baden-Wuerttemberg,69429,de,
Alarm- und Sicherheitstechnik LOHRER GmbH,lohrer.de,Weinheim,Baden-Wuerttemberg,69469,de,
DIOPTIC,dioptic.de,Weinheim,Baden-Wuerttemberg,69469,de,
Freudenberg Sealing Technologies,fst.com,Weinheim,Baden-Wuerttemberg,69469,de,
Jumag Dampferzeuger GmbH,jumag.de,Hirschberg an der Bergstrasse,Baden-Wuerttemberg,69493,de,
Diesel Technic Group,dieseltechnic.com,Kirchdorf an der Iller,Baden-Wuerttemberg,27245,de,
FUHR Rolling Mills,fuhr-wire.com,Steinheim an der Murr,Baden-Wuerttemberg,32839,de,
Günther GmbH Plant Engineering,albg.eu,Wartenberg,Bavaria,36367,de,
