"company_name","company_domain","playbook_name","location","size_band"
"Ajusa","ajusa.es","Precision Metal Forming","Spain","50+"
"Alambre","alambre.net","Precision Metal Forming","Spain","50+"
"Alcorta Forging Group","alcortagroup.com","Precision Metal Forming","Spain","50+"
"Alcorta Forging Group","alcortaforging.com","Precision Metal Forming","Spain","50+"
"Alestis Aerospace","alestis.aero","Precision Metal Forming","Spain","50+"
"Alfa Dyser","alfadyser.es","Precision Metal Forming","Spain","50+"
"Altcam Automotive","altcam.com","Precision Metal Forming","Spain","50+"
"Amaya Telleria","amayatelleria.com","Precision Metal Forming","Spain","50+"
"AMC Cylinder Heads","amc.es","Precision Metal Forming","Spain","50+"
"AMES Group","ames.group","Precision Metal Forming","Spain","50+"
"Amets","ametssl.com","Precision Metal Forming","Spain","50+"
"AMIG","amig.es","Precision Metal Forming","Spain","50+"
"ANMAR","anmarsl.com","Precision Metal Forming","Spain","50+"
"Apel SL","apelsa.com","Precision Metal Forming","Spain","50+"
"Arania","araniasa.com","Precision Metal Forming","Spain","50+"
"Aratubo","aratubo.com","Precision Metal Forming","Spain","50+"
"Arcos","arcos.com","Precision Metal Forming","Spain","50+"
"Arflu","arflu.com","Precision Metal Forming","Spain","50+"
"Autofren Seinsa","autofrenseinsa.es","Precision Metal Forming","Spain","50+"
"Auxiliar Conservera","auxiliarconservera.es","Precision Metal Forming","Spain","50+"
"AV Alumitran","avalumitran.com","Precision Metal Forming","Spain","50+"
"Avinent","avinent.com","Precision Metal Forming","Spain","50+"
"Barga Group","bargagroup.com","Precision Metal Forming","Spain","50+"
"Basor Electric","basor.com","Precision Metal Forming","Spain","50+"
"Batz Group","batz.com","Precision Metal Forming","Spain","50+"
"Batz Group","batz.es","Precision Metal Forming","Spain","50+"
"Bellota Herramientas","bellota.com","Precision Metal Forming","Spain","50+"
"Betsaide","betsaide.com","Precision Metal Forming","Spain","50+"
"Bezares","bezares.com","Precision Metal Forming","Spain","50+"
"Brahm Precision Products Corporation Spain","brahmspain.com","Precision Metal Forming","Spain","50+"
"Bralo","bralo.com","Precision Metal Forming","Spain","50+"
"BVALVE","bvalve.es","Precision Metal Forming","Spain","50+"
"BYG","byg.com","Precision Metal Forming","Spain","50+"
"Casple","casple.es","Precision Metal Forming","Spain","50+"
"CELO","celo.com","Precision Metal Forming","Spain","50+"
"CELO Fixings","celofixings.com","Precision Metal Forming","Spain","50+"
"CELO Fixings Spain","celofixings.es","Precision Metal Forming","Spain","50+"
"CIE Automotive","cieautomotive.com","Precision Metal Forming","Spain","50+"
"Cikautxo","cikautxo.com","Precision Metal Forming","Spain","50+"
"CL Grupo Industrial","clgrupoindustrial.com","Precision Metal Forming","Spain","50+"
"Cojali","cojali.com","Precision Metal Forming","Spain","50+"
"Comercial Arqué, S.A.","arque.com","Precision Metal Forming","Spain","50+"
"Comforsa - Comercial de la Forja","comforsa.com","Precision Metal Forming","Spain","50+"
"Copreci","copreci.com","Precision Metal Forming","Spain","50+"
"Cruzber","cruzber.com","Precision Metal Forming","Spain","50+"
"Damesa","damesa.com","Precision Metal Forming","Spain","50+"
"Dicsa","dicsaes.com","Precision Metal Forming","Spain","50+"
"DOGA","doga.es","Precision Metal Forming","Spain","50+"
"DTK Intana","dtkintana.com","Precision Metal Forming","Spain","50+"
"Ecrimesa Group","ecrimesagroup.com","Precision Metal Forming","Spain","50+"
"EGA Master","egamaster.com","Precision Metal Forming","Spain","50+"
"Egile","egile.es","Precision Metal Forming","Spain","50+"
"EIKA","eika.es","Precision Metal Forming","Spain","50+"
"Ekin Group","ekin.es","Precision Metal Forming","Spain","50+"
"Elay Group","elay.com","Precision Metal Forming","Spain","50+"
"Elay Group","elay.es","Precision Metal Forming","Spain","50+"
"EM&E Group","eme-es.com","Precision Metal Forming","Spain","50+"
"Embega","embega.es","Precision Metal Forming","Spain","50+"
"Embega S. Coop.","embega.com","Precision Metal Forming","Spain","50+"
"Emuca Group","emuca.com","Precision Metal Forming","Spain","50+"
"Emypro, S.A.","emypro.com","Precision Metal Forming","Spain","50+"
"Envases Group","envases-group.com","Precision Metal Forming","Spain","50+"
"Envases Ibérica","ibericaenvases.com","Precision Metal Forming","Spain","50+"
"Erreka","erreka.com","Precision Metal Forming","Spain","50+"
"Escubedo","escubedo.com","Precision Metal Forming","Spain","50+"
"Estampaciones Metalicas EGUI","egui.com","Precision Metal Forming","Spain","50+"
"FAE - Francisco Albero","fae.es","Precision Metal Forming","Spain","50+"
"Fagor Ederlan","fagorederlan.com","Precision Metal Forming","Spain","50+"
"Fagor Electronica","fagorelectronica.com","Precision Metal Forming","Spain","50+"
"Famatel Group","famatel.com","Precision Metal Forming","Spain","50+"
"Farguell Group","farguell.com","Precision Metal Forming","Spain","50+"
"Ferrimax","ferrimax.com","Precision Metal Forming","Spain","50+"
"Fersa Bearings","fersa.com","Precision Metal Forming","Spain","50+"
"Fersa Bearings","fersabearings.com","Precision Metal Forming","Spain","50+"
"Ficosa International","ficosa.com","Precision Metal Forming","Spain","50+"
"FLYMCA","flymca.com","Precision Metal Forming","Spain","50+"
"FORMINSA","forminsa.com","Precision Metal Forming","Spain","50+"
"Fundiciones Inyectadas Alavesas (FIASA)","fiasa.es","Precision Metal Forming","Spain","50+"
"FUYMA","fuyma.com","Precision Metal Forming","Spain","50+"
"Ganain","ganain.es","Precision Metal Forming","Spain","50+"
"GAZC","gazc.es","Precision Metal Forming","Spain","50+"
"GEDIA España, S.L.","gediaacademy.com","Precision Metal Forming","Spain","50+"
"Genebre","genebre.es","Precision Metal Forming","Spain","50+"
"Gestamp Automocion","gestamp.com","Precision Metal Forming","Spain","50+"
"Global Steel Wire","globalsteelwire.com","Precision Metal Forming","Spain","50+"
"GMI Dental","gmidental.com","Precision Metal Forming","Spain","50+"
"Goizper Group","goizper.com","Precision Metal Forming","Spain","50+"
"Grupo Antolin","grupoantolin.com","Precision Metal Forming","Spain","50+"
"Grupo Cosmos XXI","gcosmos.com","Precision Metal Forming","Spain","50+"
"Grupo Cropu","grupocropu.com","Precision Metal Forming","Spain","50+"
"Grupo Ferruz","ferruz.com","Precision Metal Forming","Spain","50+"
"Grupo GAES Sistemas Mecanicos","grupogaes.com","Precision Metal Forming","Spain","50+"
"Grupo Hastinik","grupohastinik.com","Precision Metal Forming","Spain","50+"
"Grupo Segura","gruposegura.com","Precision Metal Forming","Spain","50+"
"Grupo Segura (F. Segura)","fsegura.com","Precision Metal Forming","Spain","50+"
"Grupo Sevilla Control","gsc-aero.com","Precision Metal Forming","Spain","50+"
"Grupo Wisco","wisco.es","Precision Metal Forming","Spain","50+"
"Grupodesa","desa.es","Precision Metal Forming","Spain","50+"
"Gutmar","gutmar.com","Precision Metal Forming","Spain","50+"
"Herjimar","herjimar.com","Precision Metal Forming","Spain","50+"
"Hilex Transformaciones Metálicas","hilex.eu","Precision Metal Forming","Spain","50+"
"Icer Brakes","icerbrakes.com","Precision Metal Forming","Spain","50+"
"ICOL Group","icol-group.com","Precision Metal Forming","Spain","50+"
"Inauxa","inauxa.com","Precision Metal Forming","Spain","50+"
"INDAUX","indaux.com","Precision Metal Forming","Spain","50+"
"INDEX Fixing Systems","indexfix.com","Precision Metal Forming","Spain","50+"
"Industrias Dolz","dolz.es","Precision Metal Forming","Spain","50+"
"Industrias Duero","industriasduero.com","Precision Metal Forming","Spain","50+"
"Industrias Maxi","industrias-maxi.es","Precision Metal Forming","Spain","50+"
"Industrias Murtra","murtra.com","Precision Metal Forming","Spain","50+"
"Industrias Ochoa","ind-ochoa.com","Precision Metal Forming","Spain","50+"
"Industrias Ochoa SL","ind-ochoa.es","Precision Metal Forming","Spain","50+"
"Industrias Preciber","preciber.com","Precision Metal Forming","Spain","50+"
"Industrias Teixido","iteixido.com","Precision Metal Forming","Spain","50+"
"Inespasa","inespasa.com","Precision Metal Forming","Spain","50+"
"Inmapa Aeronautica","inmapa.com","Precision Metal Forming","Spain","50+"
"Inoxpa","inoxpa.com","Precision Metal Forming","Spain","50+"
"ITP Aero","itpaero.com","Precision Metal Forming","Spain","50+"
"IZAR Cutting Tools","izartool.com","Precision Metal Forming","Spain","50+"
"J.Juan","jjuan.com","Precision Metal Forming","Spain","50+"
"JC Valves","jc-valves.com","Precision Metal Forming","Spain","50+"
"JEGAN","jegan.es","Precision Metal Forming","Spain","50+"
"Jordan Group","jordan-gp.com","Precision Metal Forming","Spain","50+"
"Korta","korta.com","Precision Metal Forming","Spain","50+"
"Lanbi","lanbi.com","Precision Metal Forming","Spain","50+"
"Laulagun Bearings","laulagun.com","Precision Metal Forming","Spain","50+"
"Leku-Ona","leku-ona.com","Precision Metal Forming","Spain","50+"
"Lingotes Especiales","lingotes.com","Precision Metal Forming","Spain","50+"
"LITALSA","litalsa.com","Precision Metal Forming","Spain","50+"
"MACLA","macla.es","Precision Metal Forming","Spain","50+"
"Maier S. Coop.","maier.es","Precision Metal Forming","Spain","50+"
"MAM Manipulados y Acabados Metalicos","mam.es","Precision Metal Forming","Spain","50+"
"Manau","grupmanau.com","Precision Metal Forming","Spain","50+"
"Manxa","manxa.com","Precision Metal Forming","Spain","50+"
"Margon","margon.es","Precision Metal Forming","Spain","50+"
"Marzola (Biele Group)","marzola.es","Precision Metal Forming","Spain","50+"
"MASA - Mecanizaciones Aeronauticas","masa.aero","Precision Metal Forming","Spain","50+"
"Matrici","matrici.com","Precision Metal Forming","Spain","50+"
"MBHA Group","mbha.com","Precision Metal Forming","Spain","50+"
"Mecanicas Bolea","mecanicasbolea.com","Precision Metal Forming","Spain","50+"
"Menage Confort SA","menage-confort.com","Precision Metal Forming","Spain","50+"
"Metalcaucho","metalcaucho.com","Precision Metal Forming","Spain","50+"
"Metalflow","metal-flow.com","Precision Metal Forming","Spain","50+"
"Metromecanica","metromecanica.com","Precision Metal Forming","Spain","50+"
"Meupe","meupe.com","Precision Metal Forming","Spain","50+"
"Microdent System","microdentsystem.com","Precision Metal Forming","Spain","50+"
"MMM Group","mmm.es","Precision Metal Forming","Spain","50+"
"Moreda Riviere Trefilerias","moreda.com","Precision Metal Forming","Spain","50+"
"MYM Group","mymgroup.es","Precision Metal Forming","Spain","50+"
"Nagares","nagares.com","Precision Metal Forming","Spain","50+"
"NBI Bearings Europe","gruponbi.com","Precision Metal Forming","Spain","50+"
"NUADI Brakes","nuadi.com","Precision Metal Forming","Spain","50+"
"Ojmar","ojmar.com","Precision Metal Forming","Spain","50+"
"Orbinox Group","orbinox.com","Precision Metal Forming","Spain","50+"
"Ordonez","ordonez.es","Precision Metal Forming","Spain","50+"
"Oribay Group","oribay.com","Precision Metal Forming","Spain","50+"
"Orkli","orkli.com","Precision Metal Forming","Spain","50+"
"Panelfisa Group","panelfisa.com","Precision Metal Forming","Spain","50+"
"Pekos Group","pekosgroup.eu","Precision Metal Forming","Spain","50+"
"Pont, Aurell y Armengol SL","pont-aurell.com","Precision Metal Forming","Spain","50+"
"Pressing","pressing.es","Precision Metal Forming","Spain","50+"
"Pujadas","pujadas.es","Precision Metal Forming","Spain","50+"
"Ramon Soler","rsramonsoler.com","Precision Metal Forming","Spain","50+"
"Ramondin","ramondin.com","Precision Metal Forming","Spain","50+"
"Recam Laser","recamlaser.com","Precision Metal Forming","Spain","50+"
"Rinder","rinder.com","Precision Metal Forming","Spain","50+"
"Rotor Bike Components","rotorbike.com","Precision Metal Forming","Spain","50+"
"ROYME","royme.com","Precision Metal Forming","Spain","50+"
"RPK Group","rpk-global.com","Precision Metal Forming","Spain","50+"
"Rubi Automotive","rubiautomotive.com","Precision Metal Forming","Spain","50+"
"SADECA Automotive","sadeca.com","Precision Metal Forming","Spain","50+"
"Saeta Die Casting","saetadiecasting.com","Precision Metal Forming","Spain","50+"
"Samson Ringo","samsonringo.com","Precision Metal Forming","Spain","50+"
"Sanjo Group","sanjogroup.com","Precision Metal Forming","Spain","50+"
"SAPA","sapa.es","Precision Metal Forming","Spain","50+"
"SCP Sintersa","scp-sa.es","Precision Metal Forming","Spain","50+"
"Senosiain","senosiain.es","Precision Metal Forming","Spain","50+"
"Sidenor","sidenor.com","Precision Metal Forming","Spain","50+"
"Simon","simonelectric.com","Precision Metal Forming","Spain","50+"
"Sofamel","sofamel.com","Precision Metal Forming","Spain","50+"
"Sofitec","sofitec.es","Precision Metal Forming","Spain","50+"
"SOME Stamping Solutions","some.es","Precision Metal Forming","Spain","50+"
"STAC","stac.es","Precision Metal Forming","Spain","50+"
"Standard Hidraulica","standardhidraulica.com","Precision Metal Forming","Spain","50+"
"Surgival","surgival.com","Precision Metal Forming","Spain","50+"
"TAG Automotive","tagautomotive.com","Precision Metal Forming","Spain","50+"
"Tajo Group","tajo.coop","Precision Metal Forming","Spain","50+"
"Talleres ORAN","oranauto.com","Precision Metal Forming","Spain","50+"
"Tecnospiro","tecnospiro.com","Precision Metal Forming","Spain","50+"
"Teknia Group","teknia.com","Precision Metal Forming","Spain","50+"
"Televes","televes.com","Precision Metal Forming","Spain","50+"
"TESEM Group","tesem.com","Precision Metal Forming","Spain","50+"
"Ticare Implants","ticareimplants.com","Precision Metal Forming","Spain","50+"
"Torsesa","torsesa.com","Precision Metal Forming","Spain","50+"
"Tres Griferia","tresgriferia.com","Precision Metal Forming","Spain","50+"
"TSF Global Fastening Solutions","tsftsh.com","Precision Metal Forming","Spain","50+"
"Tucai Group","tucai.com","Precision Metal Forming","Spain","50+"
"TW Group","tw-group.com","Precision Metal Forming","Spain","50+"
"ULMA Forged Solutions","ulmaforge.com","Precision Metal Forming","Spain","50+"
"Utingal","utingal.es","Precision Metal Forming","Spain","50+"
"Valira","valira.com","Precision Metal Forming","Spain","50+"
"Valvulas Arco","valvulasarco.com","Precision Metal Forming","Spain","50+"
"VC Umformtechnik","umformtechnik.es","Precision Metal Forming","Spain","50+"
"VINCO","vinco.es","Precision Metal Forming","Spain","50+"
"Viza Automocion","vizaauto.com","Precision Metal Forming","Spain","50+"
"Witte y Solà","wys.es","Precision Metal Forming","Spain","50+"
"Witzenmann Española S.A.","witzenmann.es","Precision Metal Forming","Spain","50+"
"Ziacom Group","ziacom.com","Precision Metal Forming","Spain","50+"
"Acrotec Group SA","acrotec.ch","Precision Metal Forming","Switzerland","50+"
"Adval Tech AG","advaltech.com","Precision Metal Forming","Switzerland","50+"
"Alu Menziken Group","alu-menziken.com","Precision Metal Forming","Switzerland","50+"
"Aluminium-Laufen AG Liesberg","aluminium-laufen.com","Precision Metal Forming","Switzerland","50+"
"APACO AG","apaco.ch","Precision Metal Forming","Switzerland","50+"
"Arcofil SA","arcofil.ch","Precision Metal Forming","Switzerland","50+"
"ArteCad SA","artecad.ch","Precision Metal Forming","Switzerland","50+"
"Atokalpa SA","atokalpa.ch","Precision Metal Forming","Switzerland","50+"
"Azurea Group","azurea.ch","Precision Metal Forming","Switzerland","50+"
"Bangerter Microtechnik AG","bangerter.com","Precision Metal Forming","Switzerland","50+"
"BAUMANN Group","baumann-group.com","Precision Metal Forming","Switzerland","50+"
"Baumann Springs Ltd.","baumann-federn.ch","Precision Metal Forming","Switzerland","50+"
"BBC Cellpack Technology","cellpack-technology.com","Precision Metal Forming","Switzerland","50+"
"BEWETEC AG","bewetec.ch","Precision Metal Forming","Switzerland","50+"
"BIWI SA","biwi.ch","Precision Metal Forming","Switzerland","50+"
"Boninchi SA","boninchi.ch","Precision Metal Forming","Switzerland","50+"
"Boucledor SA","boucledor.com","Precision Metal Forming","Switzerland","50+"
"Brasport Group SA","brasport-group.com","Precision Metal Forming","Switzerland","50+"
"BRUGG Lifting","brugglifting.com","Precision Metal Forming","Switzerland","50+"
"Capsa Camille Piquerez SA","capsa.ch","Precision Metal Forming","Switzerland","50+"
"Casram","casram.com","Precision Metal Forming","Switzerland","50+"
"Ceramaret SA","ceramaret.com","Precision Metal Forming","Switzerland","50+"
"CHH Microtechnique SA","chh-microtechnique.ch","Precision Metal Forming","Switzerland","50+"
"Codec SA","codecsa.ch","Precision Metal Forming","Switzerland","50+"
"Comadur SA","comadur.ch","Precision Metal Forming","Switzerland","50+"
"Contrinex SA","contrinex.com","Precision Metal Forming","Switzerland","50+"
"DC SWISS SA","dcswiss.com","Precision Metal Forming","Switzerland","50+"
"Del West Europe SA","delwest.ch","Precision Metal Forming","Switzerland","50+"
"Diener AG Precision Machining","diener-ag.com","Precision Metal Forming","Switzerland","50+"
"DT Swiss","dtswiss.com","Precision Metal Forming","Switzerland","50+"
"Dubois Dépraz SA","dubois-depraz.ch","Precision Metal Forming","Switzerland","50+"
"Décovi SA","decovi.ch","Precision Metal Forming","Switzerland","50+"
"EFCO Fixing Technology AG","efco.swiss","Precision Metal Forming","Switzerland","50+"
"Elfix Production SA","elfix.ch","Precision Metal Forming","Switzerland","50+"
"Embru-Werke","embru.ch","Precision Metal Forming","Switzerland","50+"
"EMP SA Ebauches Micromécanique Precitrame","empsa.ch","Precision Metal Forming","Switzerland","50+"
"Engel AG","engel.ch","Precision Metal Forming","Switzerland","50+"
"ESTECH Industries AG","estech-industries.ch","Precision Metal Forming","Switzerland","50+"
"Eugen Seitz AG","seitz.ch","Precision Metal Forming","Switzerland","50+"
"EXTRAMET AG","extramet.ch","Precision Metal Forming","Switzerland","50+"
"Fatzer AG","fatzer.com","Precision Metal Forming","Switzerland","50+"
"Federtechnik Kaltbrunn AG","federtechnik.ch","Precision Metal Forming","Switzerland","50+"
"Feintool International Holding AG","feintool.com","Precision Metal Forming","Switzerland","50+"
"Ferriere di Stabio SA","fdstabio.com","Precision Metal Forming","Switzerland","50+"
"FICOBA SA","ficoba.ch","Precision Metal Forming","Switzerland","50+"
"Fischer Connectors SA","fischerconnectors.com","Precision Metal Forming","Switzerland","50+"
"Fischer Reinach AG","fischer-reinach.com","Precision Metal Forming","Switzerland","50+"
"Franke Group","franke.com","Precision Metal Forming","Switzerland","50+"
"Franke Industrie AG","frankeindustries.com","Precision Metal Forming","Switzerland","50+"
"G. Bopp + Co. AG","bopp.com","Precision Metal Forming","Switzerland","50+"
"Geiser AG","geiserag.ch","Precision Metal Forming","Switzerland","50+"
"Geobrugg","geobrugg.com","Precision Metal Forming","Switzerland","50+"
"GMS","gms.net","Precision Metal Forming","Switzerland","50+"
"HABA AG","haba.ch","Precision Metal Forming","Switzerland","50+"
"Heinz Hänggi GmbH Stanztechnik","hanggi.ch","Precision Metal Forming","Switzerland","50+"
"Hevron S.A.","hevron.ch","Precision Metal Forming","Switzerland","50+"
"Humbel Zahnräder AG","humbel-gears.com","Precision Metal Forming","Switzerland","50+"
"IMMER AG","immerag.ch","Precision Metal Forming","Switzerland","50+"
"INHOTEC SA","inhotec.ch","Precision Metal Forming","Switzerland","50+"
"Jakob Rope Systems","jakob.com","Precision Metal Forming","Switzerland","50+"
"Jean Gallay SA","jean-gallay.ch","Precision Metal Forming","Switzerland","50+"
"Jean Singer & Cie SA","singersa.ch","Precision Metal Forming","Switzerland","50+"
"Jehle AG","jehleag.ch","Precision Metal Forming","Switzerland","50+"
"JESA SA","jesa.com","Precision Metal Forming","Switzerland","50+"
"Kenissi Manufacture SA","kenissi.ch","Precision Metal Forming","Switzerland","50+"
"KIF Parechoc SA","kif-parechoc.ch","Precision Metal Forming","Switzerland","50+"
"Kindlimann AG","kindlimann.ch","Precision Metal Forming","Switzerland","50+"
"KUK Coils","kukcoils.com","Precision Metal Forming","Switzerland","50+"
"KWC","kwc.com","Precision Metal Forming","Switzerland","50+"
"Laubscher Precision AG","laubscher.swiss","Precision Metal Forming","Switzerland","50+"
"Lemco Precision SA","lemco-precision.com","Precision Metal Forming","Switzerland","50+"
"LISTA Group","lista.com","Precision Metal Forming","Switzerland","50+"
"Louis Bélet SA","louisbelet.ch","Precision Metal Forming","Switzerland","50+"
"LTM SA Le Temps Manufactures","letempsmanufactures.ch","Precision Metal Forming","Switzerland","50+"
"Manufacture La Joux-Perret SA","lajouxperret.ch","Precision Metal Forming","Switzerland","50+"
"MECO SA","meco.ch","Precision Metal Forming","Switzerland","50+"
"MEGA GOSSAU AG","mega.swiss","Precision Metal Forming","Switzerland","50+"
"Mestel","mestel.ch","Precision Metal Forming","Switzerland","50+"
"Metalem SA","metalem.ch","Precision Metal Forming","Switzerland","50+"
"Metallux SA","metallux.ch","Precision Metal Forming","Switzerland","50+"
"Metaltex SA","metaltex.com","Precision Metal Forming","Switzerland","50+"
"Meyer BlechTechnik AG","meyer-blechtechnik.ch","Precision Metal Forming","Switzerland","50+"
"Micro Crystal AG","microcrystal.com","Precision Metal Forming","Switzerland","50+"
"Monnin SA","monnin.ch","Precision Metal Forming","Switzerland","50+"
"Montremo SA","montremo.ch","Precision Metal Forming","Switzerland","50+"
"MPS Micro Precision Systems AG","mpsag.com","Precision Metal Forming","Switzerland","50+"
"Mustad Hoofcare Group","mustad.com","Precision Metal Forming","Switzerland","50+"
"Niklaus SA","niklaus-sa.com","Precision Metal Forming","Switzerland","50+"
"Nivarox-FAR","nivarox.com","Precision Metal Forming","Switzerland","50+"
"NORBA","norba.ch","Precision Metal Forming","Switzerland","50+"
"Novametal Group","novametal.com","Precision Metal Forming","Switzerland","50+"
"Oetiker Group","oetiker.com","Precision Metal Forming","Switzerland","50+"
"Officine Ghidoni SA","officineghidoni.ch","Precision Metal Forming","Switzerland","50+"
"Oskar Rüegg AG","oskar-ruegg.com","Precision Metal Forming","Switzerland","50+"
"Petitpierre SA","petitpierre.ch","Precision Metal Forming","Switzerland","50+"
"PME","pme.ch","Precision Metal Forming","Switzerland","50+"
"Polycontact AG","polycontact.ch","Precision Metal Forming","Switzerland","50+"
"PRECI-DIP SA","precidip.com","Precision Metal Forming","Switzerland","50+"
"Precipart SA","precipart.com","Precision Metal Forming","Switzerland","50+"
"Premec SA","premec.ch","Precision Metal Forming","Switzerland","50+"
"PRETEQ Group","preteq-cnc.com","Precision Metal Forming","Switzerland","50+"
"PX Group SA","pxgroup.com","Precision Metal Forming","Switzerland","50+"
"R. Morand et Fils S.A.","morand-sa.ch","Precision Metal Forming","Switzerland","50+"
"Raoul Guyot SA","raoulguyot.ch","Precision Metal Forming","Switzerland","50+"
"REFCO Manufacturing Ltd.","refcoswiss.com","Precision Metal Forming","Switzerland","50+"
"REIST Technology Group","reist.swiss","Precision Metal Forming","Switzerland","50+"
"Ringele AG","ringele.ch","Precision Metal Forming","Switzerland","50+"
"RKB Bearing Industries","rkbbearings.com","Precision Metal Forming","Switzerland","50+"
"Rohrbogen AG","rohrbogen.ch","Precision Metal Forming","Switzerland","50+"
"ROMAY","romay.ch","Precision Metal Forming","Switzerland","50+"
"RONDA AG","ronda.ch","Precision Metal Forming","Switzerland","50+"
"ROSTA Group","rosta.com","Precision Metal Forming","Switzerland","50+"
"Salanitro SA","salanitro.ch","Precision Metal Forming","Switzerland","50+"
"Sauter Bachmann AG","sauterbachmann.ch","Precision Metal Forming","Switzerland","50+"
"Schaublin SA","schaublin.ch","Precision Metal Forming","Switzerland","50+"
"Schnyder SA","schnyder.com","Precision Metal Forming","Switzerland","50+"
"Sellita Watch Co SA","sellita.ch","Precision Metal Forming","Switzerland","50+"
"SFC KOENIG AG","sfckoenig.com","Precision Metal Forming","Switzerland","50+"
"SFMI Groupe FM Industries Sycrilor","groupe-fmindustries-sycrilor.ch","Precision Metal Forming","Switzerland","50+"
"SFS Group AG","sfs.com","Precision Metal Forming","Switzerland","50+"
"Signode Switzerland GmbH","signode-fertigungstechnik.ch","Precision Metal Forming","Switzerland","50+"
"Stanzwerk AG","stanzwerk.com","Precision Metal Forming","Switzerland","50+"
"stebler","stebler.ch","Precision Metal Forming","Switzerland","50+"
"STEINEL Solutions AG","steinel.ch","Precision Metal Forming","Switzerland","50+"
"Stephan SA","stephan.ch","Precision Metal Forming","Switzerland","50+"
"Suter Inox","suterinox.de","Precision Metal Forming","Switzerland","50+"
"Swatch","swatch.com","Precision Metal Forming","Switzerland","50+"
"SwissFactory.Group AG","swissfactory.group","Precision Metal Forming","Switzerland","50+"
"Swissmetal Industries SA","swissmetal.com","Precision Metal Forming","Switzerland","50+"
"SwissP Defence","swisspdefence.com","Precision Metal Forming","Switzerland","50+"
"Tenconi SA","tenconi.ch","Precision Metal Forming","Switzerland","50+"
"UIKER Antriebstechnik AG","uiker.ch","Precision Metal Forming","Switzerland","50+"
"Universo SA","universo.ch","Precision Metal Forming","Switzerland","50+"
"VARDECO SA","vardeco.com","Precision Metal Forming","Switzerland","50+"
"Varin-Étampage SA","varin-etampage.ch","Precision Metal Forming","Switzerland","50+"
"VAT GROUP","vatgroup.com","Precision Metal Forming","Switzerland","50+"
"Vaucher Manufacture Fleurier AG","vauchermanufacture-catalogue.ch","Precision Metal Forming","Switzerland","50+"
"Veron Grauer SA","verongrauer.com","Precision Metal Forming","Switzerland","50+"
"verope","verope.com","Precision Metal Forming","Switzerland","50+"
"VERWO AG","verwo.com","Precision Metal Forming","Switzerland","50+"
"Wagner AG Waldstatt","wagner-solution.com","Precision Metal Forming","Switzerland","50+"
"Wilhelm Schmidlin AG","schmidlin.ch","Precision Metal Forming","Switzerland","50+"
"WIRTH AG","wirth-ag.ch","Precision Metal Forming","Switzerland","50+"
"Wolfensberger AG","wolfensberger.ch","Precision Metal Forming","Switzerland","50+"
"Wyon","wyon.ch","Precision Metal Forming","Switzerland","50+"
"Zakka Multitec","zakkamultitec.com","Precision Metal Forming","Switzerland","50+"
"1zu1 Prototypen GmbH & Co KG","1zu1.eu","Micro Molding","Austria","50+"
"A.M.I. Agency for Medical Innovations GmbH","ami.at","Micro Molding","Austria","50+"
"ABATEC Group AG","abatec.at","Micro Molding","Austria","50+"
"Bachmann electronic GmbH","bachmann.info","Micro Molding","Austria","50+"
"BRP-Rotax GmbH & Co KG","rotax.com","Micro Molding","Austria","50+"
"Burg Design GmbH","burg-design.com","Micro Molding","Austria","50+"
"COLOP","colop.com","Micro Molding","Austria","50+"
"Cubicure GmbH","cubicure.com","Micro Molding","Austria","50+"
"D. Swarovski KG","swarovski.com","Micro Molding","Austria","50+"
"Dietzel Univolt","dietzel-univolt.com","Micro Molding","Austria","50+"
"EXIAS Medical","exias-medical.com","Micro Molding","Austria","50+"
"faigle Kunststoffe GmbH","faigle.com","Micro Molding","Austria","50+"
"Frauscher Sensor Technology","frauscher.com","Micro Molding","Austria","50+"
"FRIES Kunststofftechnik GmbH","fries-kt.com","Micro Molding","Austria","50+"
"Gantner Electronic GmbH","gantner.com","Micro Molding","Austria","50+"
"Getzner Werkstoffe","getzner.com","Micro Molding","Austria","50+"
"Gradwohl GmbH","gradwohl.co.at","Micro Molding","Austria","50+"
"Greiner Assistec","greiner-assistec.com","Micro Molding","Austria","50+"
"Greiner Bio-One International","gbo.com","Micro Molding","Austria","50+"
"Heintel Gruppe","heintel.at","Micro Molding","Austria","50+"
"HTP High Tech Plastics GmbH","htp.at","Micro Molding","Austria","50+"
"KEBA Group AG","keba.com","Micro Molding","Austria","50+"
"KLINGER Holding","klinger-international.com","Micro Molding","Austria","50+"
"Komet Irrigation","kometirrigation.com","Micro Molding","Austria","50+"
"Kostwein Maschinenbau GmbH","kostwein.at","Micro Molding","Austria","50+"
"KUK","kuk.com","Micro Molding","Austria","50+"
"Leonhard Lang GmbH","leonhardlang.com","Micro Molding","Austria","50+"
"LTC GmbH","ltc-gmbh.at","Micro Molding","Austria","50+"
"MEC Electronics","mec.at","Micro Molding","Austria","50+"
"MEON Medical Solutions","meon-medical.com","Micro Molding","Austria","50+"
"METZLER GmbH & Co KG","metzler.at","Micro Molding","Austria","50+"
"MIDES Healthcare Technology GmbH","mides.com","Micro Molding","Austria","50+"
"MPG","mpg-eyewear.com","Micro Molding","Austria","50+"
"MS Design GmbH","ms-design.com","Micro Molding","Austria","50+"
"POLYTEC GROUP","polytec-group.com","Micro Molding","Austria","50+"
